dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,norma,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksTextos,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,legislacaoCitada,prazo,urgencia,linksOrigem,observacao,local,arquivamento,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,1343,2000,DEPUTADO AGOSTINHO SILVEIRA                PL,"DECLARA DE UTILIDADE PÚBLICA A CRECHE DOM BOSCO - CDB -, COM SEDE
NO MUNICÍPIO DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2000-12-27,000120270,PL. 1343 2000 - PROJETO DE LEI,9650,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,LEI 13900 2001 - LEI ORDINÁRIA,20010605,DORINHA,2001-06-01,"list(passo = 10:1, data = c(""2001-06-01"", ""2001-05-22"", ""2001-05-15"", ""2001-05-10"", ""2001-05-03"", ""2001-04-24"", ""2001-04-18"", ""2001-04-03"", ""2001-03-27"", ""2000-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""DIRETORIA LEGISLATIVA"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 13900 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 2 6 2001."", 
""REMESSA DO OFÍCIO 928/2001/DLE AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 14761 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. DOUTOR VIANA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 5 2001, PÁG 27 COL 4."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE\nRECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 4 5 2001."", ""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 27 4 2001, PÁG 21 COL 2."", 
""TURNO ÚNICO.\nRELATOR: DEP. JOÃO LEITE.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 19 4 2001, PÁG 32 COL 1."", ""TURNO ÚNICO.\nRELATOR: DEP. JOÃO LEITE."", ""TURNO ÚNICO.\nRELATOR: DEP. DILZON MELO.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 29 3 2001, PÁG 40 COL 4.\nRECEBIDO NA TPA EM 28 3 2001."", ""PUB PÁG 27 COL 2.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DO TRABALHO, DA\nPREVIDÊNCIA E DA AÇÃO SOCIAL, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 27 12 2000.""
))",list(),"list(expressao = c(""(PL.20000134301[codi])[txmt]"", ""(PL.200001343035[codi])[txmt]"", ""(PL.200001343037[codi])[txmt]"", ""(PL.2000013431013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE TURNO ÚNICO - COMISSÃO DO TRABALHO, DA PREVIDÊNCIA E DA AÇÃO SOCIAL"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20000134301%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.200001343035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200001343037%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2000013431013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 9650, nome = ""DEPUTADO AGOSTINHO SILVEIRA"", partido = ""PL"")",NA,NA,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/13900/2001,LEI 13900 2001 - LEI ORDINÁRIA,PRL 14761 2001,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1342,2000,DEPUTADO DALMO RIBEIRO SILVA               PSD,"ALTERA DISPOSITIVOS DA LEI 12221, DE 1 DE JULHO DE 1996, E DÁ
OUTRAS PROVIDÊNCIAS. (ALTERA O NOME DA BIBLIOTECA PÚBLICA ESTADUAL LUIZ
DE BESSA)","ALTERAÇÃO, LEI ESTADUAL, REESTRUTURAÇÃO, SECRETARIA DE ESTADO DA
CULTURA (SEC).
ALTERAÇÃO, DENOMINAÇÃO, BIBLIOTECA PÚBLICA ESTADUAL LUIZ DE BESSA.
DENOMINAÇÃO, EDIFÍCIO, SEDE, BIBLIOTECA PÚBLICA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2000-12-27,000120271,PL. 1342 2000 - PROJETO DE LEI,9655,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,BIBLIOTECA PÚBLICA ESTADUAL DE MINAS GERAIS,NA,20170803,m17461,2002-06-19,"list(passo = 6:1, data = c(""2002-06-19"", ""2001-04-10"", ""2001-04-05"", ""2001-03-27"", ""2001-03-09"", ""2000-12-21""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. DALMO RIBEIRO SILVA SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 21 6 2002, PÁG 19 COL 3."", ""TURNO ÚNICO.\nAPRESENTADO PELO AUTOR REQUERIMENTO DE RETIRADA DA\nPROPOSIÇÃO. DEFERIDO.\nARQUIVE-SE.\nREQUERIMENTO PUBLICADO NO DL EM 12 4 2001, PÁG 42 COL 2."", 
""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA.\nPEDIDO DE PRAZO REGIMENTAL PELO RELATOR."", ""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA (REDISTRIBUÍDO).\nPEDIDO DE PRAZO REGIMENTAL PELO RELATOR."", ""TURNO ÚNICO.\nRELATOR: DEP. EDUARDO HERMETO."", ""PUB PÁG 27 COL 1.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE EDUCAÇÃO, CULTURA,\nCIÊNCIA E TECNOLOGIA, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 27 12 2000.""))","list(expressao = ""(PL adj 2252 adj 2002[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 2252 2002"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2252+adj+2002%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 2252, ano = 2002)","list(expressao = ""(PL.20000134201[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.20000134201%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"list(id = 9655, nome = ""DEPUTADO DALMO RIBEIRO SILVA"", partido = ""PSD"")","ADMINISTRAÇÃO PÚBLICA
CULTURA",LEI 12221 1996 - LEI ORDINÁRIA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1341,2000,GOVERNADOR ITAMAR FRANCO,"ALTERA A REDAÇÃO DO ART. 3 DA LEI 11721, DE 29 DE DEZEMBRO DE 1994,
QUE CRIA E TRANSFORMA CARGOS NO QUADRO DE PESSOAL DA EDUCAÇÃO E DÁ
OUTRAS PROVIDÊNCIAS.
(PERMITE O EXERCÍCIO DE CARGO EFETIVO DO QUADRO DE PESSOAL DA
SECRETARIA DE ESTADO DA EDUCAÇÃO POR SERVIDOR DESIGNADO PARA A
FUNÇÃO PÚBLICA CORRESPONDENTE AO CARGO VAGO ATÉ O SEU PROVIMENTO
POR CONCURSO PÚBLICO).","ALTERAÇÃO, LEI ESTADUAL, QUADRO DE PESSOAL DA EDUCAÇÃO, SECRETARIA
DE ESTADO DE EDUCAÇÃO (SEE).
DISPOSITIVOS, PRORROGAÇÃO, PRAZO, SERVIDOR, FUNÇÃO PÚBLICA, EXERCÍCIO,
CARÁTER PROVISÓRIO, CARGO EFETIVO, QUADRO DE PESSOAL DA EDUCAÇÃO,
SECRETARIA DE ESTADO DE EDUCAÇÃO (SEE).
SUBSTITUTIVO 1: ALTERAÇÃO, LEI ESTADUAL, QUADRO DE PESSOAL DA EDUCAÇÃO,
SECRETARIA DE ESTADO DE EDUCAÇÃO (SEE).
DEFINIÇÃO, PRAZO, SERVIDOR, FUNÇÃO PÚBLICA, EXERCÍCIO, CARÁTER
PROVISÓRIO, CARGO EFETIVO, QUADRO DE PESSOAL DA EDUCAÇÃO, SECRETARIA
DE ESTADO DE EDUCAÇÃO (SEE).
DISPOSITIVOS, INSCRIÇÃO, CONCURSO PÚBLICO, OBJETIVO, PROVIMENTO, CARGO
EFETIVO, AJUDANTE DE SERVIÇOS GERAIS, SERVIÇAL.
EMENDA 1: REDUÇÃO, PRAZO, SERVIDOR, FUNÇÃO PÚBLICA, EXERCÍCIO, CARÁTER
PROVISÓRIO, CARGO EFETIVO, QUADRO DE PESSOAL DA EDUCAÇÃO, SECRETARIA
DE ESTADO DE EDUCAÇÃO (SEE).
SUBEMENDA 1 À EMENDA 1: DEFINIÇÃO, PRAZO, SERVIDOR, FUNÇÃO PÚBLICA,
EXERCÍCIO, CARÁTER PROVISÓRIO, CARGO EFETIVO, QUADRO DE PESSOAL DA
EDUCAÇÃO, SECRETARIA DE ESTADO DE EDUCAÇÃO (SEE).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2000-12-27,000120272,PL. 1341 2000 - PROJETO DE LEI,,DELIBERAÇÃO EM TURNO ÚNICO NO PLENÁRIO,"SECRETARIA DE ESTADO
EDUCAÇÃO
PESSOAL",LEI 13913 2001 - LEI ORDINÁRIA,20140217,rosanacf,2001-06-18,"list(passo = 13:1, data = c(""2001-06-18"", ""2001-05-29"", ""2001-05-24"", ""2001-05-24"", ""2001-05-24"", ""2001-05-23"", ""2001-05-23"", ""2001-04-11"", ""2001-04-04"", ""2001-03-27"", ""2001-03-20"", ""2001-03-09"", ""2000-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""DIRETORIA LEGISLATIVA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO ADMINISTRAÇÃO PÚBLICA"", ""PLENÁRIO"", ""COMISSÃO ADMINISTRAÇÃO PÚBLICA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), 
    historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 13913 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 19 6 2001."", ""REMESSA DO OFÍCIO 1031/2001/DLE AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 14783 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. AILTON VILELA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 26 5 2001, PÁG 32 COL 4."", ""FAIXA CONSTITUCIONAL.\nDESIGNADO RELATOR EM PLENÁRIO PARA EMITIR PARECER SOBRE A EMENDA 1.\nRELATOR: DEP. JOSÉ BRAGA.\nPARECER PELA APROVAÇÃO DA EMENDA 1 NA FORMA DA SUBEMENDA 1.\nPUBLICADO NO DL EM 26 5 2001, PÁG 34 COL 2.\nAPROVADO EM TURNO ÚNICO NA FORMA DO SUBSTITUTIVO 1 COM A\nSUBEMENDA 1 À EMENDA 1.\nREJEITADO O INCISO II DO ART. 3 DA LEI 11721, A QUE SE REFERE O\nART. 1 DO SUBSTITUTIVO 1.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED."", 
    ""FAIXA CONSTITUCIONAL.\nENCERRADA A DISCUSSÃO NOS TERMOS DO ART. 274 DO RI COM A\nAPRESENTAÇÃO DA SEGUINTE EMENDA:\nDEP. ADELMO CARNEIRO LEÃO - EMENDA 1.\nEMENDA PUBLICADA NO DL EM 30 5 2001, PÁG 25 COL 3."", ""FAIXA CONSTITUCIONAL.\nINICIADA A DISCUSSÃO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. CABO MORAIS.\nPARECER PELA APROVAÇÃO NA FORMA DO SUBSTITUTIVO 1. APROVADO.\nPUBLICADO NO DL EM 12 4 2001, PÁG 44 COL 1."", ""DECISÃO DA PRESIDÊNCIA ADOTA, A PARTIR DESTA DATA,\nREGIME DE URGÊNCIA À TRAMITAÇÃO DO PROJETO DE LEI.\nDECISÃO PUBLICADA NO DL EM 6 4 2001, PÁG 31 COL 3."", 
    ""PRIMEIRO TURNO.\nRELATOR: DEP. CABO MORAIS."", ""PRIMEIRO TURNO.\nRELATOR: DEP. ERMANO BATISTA.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE NA\nFORMA DO SUBSTITUTIVO 1. APROVADO.\nPUBLICADO NO DL EM 22 3 2001, PÁG 19 COL 4.\nRECEBIDO NA APU EM 21 3 2001."", ""PRIMEIRO TURNO.\nRELATOR: DEP. ERMANO BATISTA."", ""PUB PÁG 26 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE ADMINISTRAÇÃO PÚBLICA,\nPARA PARECER.\nRECEBIDO NA CJU EM 27 12 2000.""))",list(),"list(expressao = c(""(PL.20000134100[codi])[txmt]"", ""(PL.20000134101[codi])[txmt]"", ""(PL.200001341045[codi])[txmt]"", ""(PL.200001341041[codi])[txmt]"", ""(PL.20000134107PLE[codi])[txmt]"", ""(PL.2000013411013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""ORIGEM"", ""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE 1º TURNO - COMISSÃO DE ADMINISTRAÇÃO PÚBLICA"", ""PARECER SOBRE EMENDA/SUBS TURNO ÚNICO - PLENÁRIO"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""
), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20000134100%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.20000134101%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200001341045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200001341041%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.20000134107PLE%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2000013411013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""
))",list(),N,NULL,"ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","LEI 9346 1986 - LEI ORDINÁRIA
LEI 11721 1994 - LEI ORDINÁRIA
LEI 11822 1995 - LEI ORDINÁRIA
LEI 12237 1996 - LEI ORDINÁRIA
LEI 12532 1997 - LEI ORDINÁRIA
LEI 13215 1999 - LEI ORDINÁRIA",045 DIAS.   DATA LIMITE: 21/05/2001,URGÊNCIA POR SOLICITAÇÃO DO GOVERNADOR,"list(descricao = ""MSG 164 2000"")",NA,NA,NA,/legislacao/mineira/LEI/13913/2001,LEI 13913 2001 - LEI ORDINÁRIA,PRL 14783 2001,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1340,2000,DEPUTADO LUIZ MENEZES                      PPS,"AUTORIZA O GOVERNO DO ESTADO A CRIAR A COMENDA ABÍLIO BARRETO, A SER
CONCEDIDA ANUALMENTE, EM ABRIL.","CRIAÇÃO, COMENDA, DESTINAÇÃO, PESSOAS, CONTRIBUIÇÃO, DESENVOLVIMENTO
ESTADUAL.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2000-12-22,000120287,PL. 1340 2000 - PROJETO DE LEI,9666,DELIBERAÇÃO EM TURNO ÚNICO NO PLENÁRIO,HOMENAGEM,NA,20150325,malves,2003-01-31,"list(passo = 5:1, data = c(""2003-01-31"", ""2001-04-03"", ""2001-03-27"", ""2001-03-09"", ""2000-12-20""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO, FINAL DE LEGISLATURA."", ""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA.\nPARECER PELA ANTIJURIDICIDADE. APROVADO.\nPUBLICADO NO DL EM 5 4 2001, PÁG 20 COL 2."", ""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA (REDISTRIBUÍDO).\nPARECER PELA INCONSTITUCIONALIDADE.\nVISTA AO DEP. MÁRCIO KANGUSSU."", 
""TURNO ÚNICO.\nRELATOR: DEP. EDUARDO HERMETO."", ""PUB PÁG 24 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE TRANSPORTE,\nCOMUNICAÇÃO E OBRAS PÚBLICAS, PARA PARECER.\nRECEBIDO NA CJU EM 22 12 2000.""))",list(),"list(expressao = c(""(PL.20000134001[codi])[txmt]"", ""(PL.200001340035[codi])[txmt]""), banco = c(""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20000134001%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200001340035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 9666, nome = ""DEPUTADO LUIZ MENEZES"", partido = ""PPS"")",ADMINISTRAÇÃO PÚBLICA,NA,NA,NA,NULL,ASSOCIAÇÃO BENEFICENTE TIPOGRÁFICA - ABT.,ARQUIVO,20030204,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1339,2000,DEPUTADO ANDERSON ADAUTO                   PMDB,"DECLARA DE UTILIDADE PÚBLICA A SANTA CASA DE MISERICÓRDIA DE SANTA
JULIANA, COM SEDE NO MUNICÍPIO DE SANTA JULIANA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SANTA JULIANA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2000-12-22,000120288,PL. 1339 2000 - PROJETO DE LEI,3675,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,LEI 14338 2002 - LEI ORDINÁRIA,20030207,DORINHA,2002-07-15,"list(passo = 13:1, data = c(""2002-07-15"", ""2002-07-04"", ""2002-07-02"", ""2002-06-25"", ""2002-06-18"", ""2002-06-06"", ""2002-06-04"", ""2002-05-23"", ""2002-05-21"", ""2002-05-07"", ""2002-04-18"", ""2001-03-09"", ""2000-12-20""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 14338 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 16 7 2002."", ""REMESSA DO OFÍCIO 1213/2002/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 15233 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. AILTON VILELA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 4 7 2002, PÁG 30 COL 1."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE\nRECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 19 6 2002."", 
""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 14 6 2002, PÁG 21 COL 4."", ""TURNO ÚNICO.\nRELATOR: DEP. JOSÉ BRAGA.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 5 6 2002, PÁG 32 COL 3."", ""TURNO ÚNICO.\nRELATOR: DEP. JOSÉ BRAGA."", ""TURNO ÚNICO.\nRELATOR: DEP. GERALDO REZENDE.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 24 5 2002, PÁG 21 COL 2.\nRECEBIDO NA SAU EM 22 5 2002."", ""TURNO ÚNICO.\nRELATOR: DEP. GERALDO REZENDE.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR, POR DETERMINAÇÃO DO\nPRESIDENTE DA COMISSÃO."", 
""CUMPRIDA A DILIGÊNCIA."", ""TURNO ÚNICO.\nRELATOR: DEP. GERALDO REZENDE.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR."", ""PUB PÁG 24 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE SAÚDE,\nPARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 22 12 2000.""))",list(),"list(expressao = c(""(PL.20000133901[codi])[txmt]"", ""(PL.2000013390314[codi])[txmt]"", ""(PL.200001339035[codi])[txmt]"", ""(PL.2000013391013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE SAÚDE"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20000133901%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2000013390314%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.200001339035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2000013391013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 3675, nome = ""DEPUTADO ANDERSON ADAUTO"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,NA,NA,NA,/legislacao/mineira/LEI/14338/2002,LEI 14338 2002 - LEI ORDINÁRIA,PRL 15233 2002,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1338,2000,DEPUTADO RONALDO CANABRAVA                 PMDB,"AUTORIZA O PODER EXECUTIVO A DOAR AO MUNICÍPIO DE SETE LAGOAS O
IMÓVEL QUE ESPECIFICA.
(DESTINAÇÃO: ABRIGAR AS INSTALAÇÕES DA CÂMARA MUNICIPAL).","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, SETE LAGOAS,
INSTALAÇÃO, CÂMARA MUNICIPAL.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,2000-12-21,000120301,PL. 1338 2000 - PROJETO DE LEI,9672,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,IMÓVEL,NA,20010223,DORINHA,2001-02-21,"list(passo = 2:1, data = c(""2001-02-21"", ""2000-12-19""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PRIMEIRO TURNO.\nAPRESENTADO PELO AUTOR REQUERIMENTO DE RETIRADA DA PROPOSIÇÃO.\nDEFERIDO. ARQUIVE-SE.\nREQUERIMENTO PUBLICADO NO DL EM 23 2 2001, PÁG 26 COL 1."", ""PUB PÁG 43 COL 1.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 21 12 2000.""))",list(),"list(expressao = ""(PL.20000133801[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.20000133801%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"list(id = 9672, nome = ""DEPUTADO RONALDO CANABRAVA"", partido = ""PMDB"")",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
