dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksTextos,linksProposicoesAnexadas,acompanhamento,observacao,legislacaoCitada,local,arquivamento,autoresEstruturados,tema,linksOrigem,norma,consultaPublica,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2028,1998,DEPUTADA ISABEL DO NASCIMENTO              PPB,"CRIA O SERVIÇO DE ORIENTAÇÃO PSICOPEDAGÓGICA NAS ESCOLAS DA
REDE PÚBLICA ESTADUAL.","CRIAÇÃO, SERVIÇO, ORIENTAÇÃO PEDAGÓGICA, ASSISTÊNCIA PSICOLÓGICA,
ALUNO, PROFESSOR, ESCOLA PÚBLICA.",PROJETO VETADO TOTALMENTE,PVETO,PROPOSIÇÕES APROVADAS,MAPRV,1999-01-05,000124080,PL. 2028 1998 - PROJETO DE LEI,9686,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,EDUCAÇÃO,19990505,LEONIDAS,1999-02-19,"list(passo = 12:1, data = c(""1999-02-19"", ""1999-01-29"", ""1999-01-28"", ""1999-01-28"", ""1999-01-28"", ""1999-01-27"", ""1999-01-27"", ""1999-01-26"", ""1999-01-21"", ""1999-01-20"", ""1999-01-19"", ""1998-12-30""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI VETADA TOTALMENTE.\nRAZÕES DO VETO PUBLICADAS NO DIÁRIO DO EXECUTIVO EM 20 2 1999.\nMENSAGEM 6 1999 - ENCAMINHA RAZÕES DO VETO.\nPUBLICADA NO DL EM 26 2 1999, PÁG 11 COL 1.\nPLENÁRIO EM 4 5 1999.\nVETO MANTIDO. OFICIE-SE."", ""REMESSA DO OFÍCIO 49/1999/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 14068 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. AILTON VILELA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 29 1 1999, PÁG 13 COL 4."", 
""APROVADO EM SEGUNDO TURNO.\nÀ COMISSÃO DE REDAÇÃO."", ""SEGUNDO TURNO.\nRELATOR: DEP. MARCOS HELÊNIO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 28 1 1999, PÁG 14 COL 1."", ""APROVADO EM PRIMEIRO TURNO.\nÀ COMISSÃO DE EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA."", ""ENCERRADA A DISCUSSÃO EM PRIMEIRO TURNO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 1 1999, PÁG 12 COL 4."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 21 1 1999, PÁG 13 COL 3."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. TARCÍSIO HENRIQUES.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 20 1 1999, PÁG 13 COL 3."", ""PUB PÁG 31 COL 2.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE EDUCAÇÃO, CULTURA,\nCIÊNCIA E TECNOLOGIA E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA,\nPARA PARECER.\nRECEBIDO NA CJU EM 5 1 1999.""))",list(),"list(expressao = c(""(PL.19980202801[codi])[txmt]"", ""(PL.1998020280410[codi])[txmt]"", ""(PL.199802028045[codi])[txmt]"", ""(PL.199802028049[codi])[txmt]"", ""(PL.199802028059[codi])[txmt]"", ""(PL.1998020281013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE 1º TURNO - COMISSÃO DE EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA"", 
""PARECER DE 2º TURNO - COMISSÃO DE EDUCAÇÃO, CULTURA, CIÊNCIA E TECNOLOGIA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.19980202801%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1998020280410%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199802028045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199802028049%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.199802028059%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1998020281013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,PRL 14068 1999
Remissivo,PROJETO DE LEI,PL,2027,1998,COMISSÃO PARLAMENTAR DE INQUÉRITO,DISPÕE SOBRE A POLÍTICA ESTADUAL DE MEDICAMENTOS.,"DEFINIÇÃO, DIRETRIZ, POLÍTICA, MEDICAMENTOS.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-01-05,000124081,PL. 2027 1998 - PROJETO DE LEI,NA,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,SAÚDE PÚBLICA,19980101,Carga,1999-02-18,"list(passo = 3:1, data = c(""1999-02-18"", ""1999-01-31"", ""1998-12-30""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. ADELMO CARNEIRO LEÃO SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 20 2 1999, PÁG 20 COL 3."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PUB PÁG 31 COL 1.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SAÚDE E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 5 1 1999.""
))","list(expressao = ""(PL adj '49' adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 49 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2749%27+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 49, ano = 1999)","list(expressao = ""(PL.19980202701[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202701%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"AUTOR: COMISSÃO PARLAMENTAR DE INQUÉRITO PARA APURAR A ENTRADA DE
MEDICAMENTOS FALSOS NA REDE HOSPITALAR PÚBLICA E PRIVADA, BEM
COMO A COMERCIALIZAÇÃO DOS MESMOS NO ESTADO.",NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2026,1998,COMISSÃO PARLAMENTAR DE INQUÉRITO,"DISPÕE SOBRE O CONTROLE E A FISCALIZAÇÃO DA PRODUÇÃO, DO
TRANSPORTE, DA COMERCIALIZAÇÃO E DA DISTRIBUIÇÃO DE MEDICAMENTOS
NO ESTADO E DÁ OUTRAS PROVIDÊNCIAS.","DISPOSITIVOS, CONTROLE, FISCALIZAÇÃO, PRODUÇÃO, TRANSPORTE,
COMERCIALIZAÇÃO, DISTRIBUIÇÃO, MEDICAMENTOS.
REQUISITOS, AQUISIÇÃO, LICITAÇÃO, MEDICAMENTOS.
NORMAS, DISTRIBUIÇÃO, AMOSTRA GRÁTIS, PRODUTO FARMACÊUTICO.
OBRIGATORIEDADE, TRANSPORTADOR, NOTIFICAÇÃO, ÓRGÃOS, VIGILÂNCIA
SANITÁRIA, ROUBO, CARGA, MEDICAMENTOS.
CRIAÇÃO, COMISSÃO, INTEGRAÇÃO, ÓRGÃOS, SECRETARIA DE ESTADO DE
FAZENDA (SEF), VIGILÂNCIA SANITÁRIA, POLÍCIA CIVIL, (PMMG).",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-01-05,000124082,PL. 2026 1998 - PROJETO DE LEI,NA,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,SAÚDE PÚBLICA,20030123,GRACA,1999-02-18,"list(passo = 3:1, data = c(""1999-02-18"", ""1999-01-31"", ""1998-12-30""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. ADELMO CARNEIRO LEÃO SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 20 2 1999, PÁG 20 COL 3."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PUB PÁG 30 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SAÚDE E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 5 1 1999.""
))","list(expressao = ""(PL adj '47' adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 47 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2747%27+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 47, ano = 1999)","list(expressao = ""(PL.19980202601[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202601%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"AUTOR: COMISSÃO PARLAMENTAR DE INQUÉRITO PARA APURAR A ENTRADA DE
MEDICAMENTOS FALSOS NA REDE HOSPITALAR PÚBLICA E PRIVADA, BEM
COMO A COMERCIALIZAÇÃO DOS MESMOS NO ESTADO.","LEI 9444 1987 - LEI ORDINÁRIA
LEI 12074 1996 - LEI ORDINÁRIA
LEI 6437 1977 - LEI ORDINÁRIA",NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2025,1998,COMISSÃO PARLAMENTAR DE INQUÉRITO,CONTÉM O CÓDIGO SANITÁRIO DO ESTADO.,"CRIAÇÃO, CÓDIGO SANITÁRIO, OBJETIVO, PROMOÇÃO, PROTEÇÃO, SAÚDE.
DISPOSITIVOS, VIGILÂNCIA SANITÁRIA, CONTROLE SANITÁRIO, CONTROLE,
INFECÇÃO HOSPITALAR, ZOONOSES URBANAS, SANEAMENTO BÁSICO,
ABASTECIMENTO DE ÁGUA, MEIO AMBIENTE, SAÚDE, TRABALHADOR.
REVOGAÇÃO, LEI ESTADUAL, NORMAS COMPLEMENTARES, CÓDIGO NACIONAL
DE SAÚDE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-01-05,000124083,PL. 2025 1998 - PROJETO DE LEI,NA,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,SAÚDE PÚBLICA,19980101,Carga,1999-02-18,"list(passo = 3:1, data = c(""1999-02-18"", ""1999-01-31"", ""1998-12-30""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. ADELMO CARNEIRO LEÃO SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 20 2 1999, PÁG 20 COL 3."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PUB PÁG 28 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SAÚDE E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 5 1 1999.""
))","list(expressao = ""(PL adj '48' adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 48 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2748%27+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 48, ano = 1999)","list(expressao = ""(PL.19980202501[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202501%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"AUTOR: COMISSÃO PARLAMENTAR DE INQUÉRITO PARA APURAR A ENTRADA DE
MEDICAMENTOS FALSOS NA REDE HOSPITALAR PÚBLICA E PRIVADA, BEM
COMO A COMERCIALIZAÇÃO DOS MESMOS NO ESTADO.",LEI 4098 1966 - LEI ORDINÁRIA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2024,1998,"DEPUTADO DILZON MELO                       PTB
DEPUTADO JOSÉ MILITÃO                      PSDB","AUTORIZA O PODER EXECUTIVO A DOAR OS IMÓVEIS QUE ESPECIFICA.
(DESTINAÇÃO: IMPLANTAÇÃO DO CENTRO DE TRATAMENTO E RECUPERAÇÃO DE
ALCOÓLATRAS, TOXICÔMANOS E DOENTES MENTAIS DE VARGINHA E DE UMA
INDÚSTRIA, PELA EMPRESA SAMAR DO BRASIL INDÚSTRIA E COMÉRCIO LTDA,
NO MUNICÍPIO DE SABINÓPOLIS).","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, VARGINHA,
IMPLANTAÇÃO, CENTRO, TRATAMENTO, RECUPERAÇÃO, ALCOÓLATRA,
VICIADO EM DROGAS, DEFICIENTE MENTAL.
AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, EMPRESA, IMÓVEL, MUNICÍPIO,
SABINÓPOLIS, IMPLANTAÇÃO, INDÚSTRIA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-01-05,000124084,PL. 2024 1998 - PROJETO DE LEI,"5898
4152",DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,IMÓVEL,20090803,drumo,1999-01-31,"list(passo = 4:1, data = c(""1999-01-31"", ""1999-01-27"", ""1999-01-20"", ""1998-12-30""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU (REDISTRIBUÍDO).\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 28 1 1999, PÁG 13 COL 4."", ""PRIMEIRO TURNO.\nRELATOR: DEP. JOSÉ HENRIQUE.\nPEDIDO DE PRAZO REGIMENTAL PELO RELATOR."", 
""PUB PÁG 28 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 5 1 1999.""))",list(),"list(expressao = c(""(PL.19980202401[codi])[txmt]"", ""(PL.199802024045[codi])[txmt]""), banco = c(""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.19980202401%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199802024045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,NA,NA,ARQUIVO,19990204,"list(id = c(5898, 4152), nome = c(""DEPUTADO DILZON MELO"", ""DEPUTADO JOSÉ MILITÃO""), partido = c(""PTB"", ""PSDB""))",NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2023,1998,DEPUTADO SEBASTIÃO HELVÉCIO                PPB,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO DO HOSPITAL UNIVERSITÁRIO
DA UNIVERSIDADE FEDERAL DE JUIZ DE FORA, COM SEDE NO MUNICÍPIO DE
JUIZ DE FORA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, JUIZ DE FORA.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-01-05,000124085,PL. 2023 1998 - PROJETO DE LEI,3668,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,19990506,LEONIDAS,1999-04-27,"list(passo = 3:1, data = c(""1999-04-27"", ""1999-01-31"", ""1998-12-30""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. DJALMA DINIZ SOLICITANDO O DESARQUIVAMENTO DO\nPROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 29 4 1999, PÁG 23 COL 2."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PUB PÁG 28 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE SAÚDE, PARA\nDELIBERAÇÃO.\nRECEBIDO NA CJU EM 5 1 1999.""))","list(expressao = ""(PL adj 286 adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 286 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+286+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 286, ano = 1999)","list(expressao = ""(PL.19980202301[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202301%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,NA,NA,NA,NA,NULL,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2022,1998,DEPUTADO DILZON MELO                       PTB,"AUTORIZA O PODER EXECUTIVO A DOAR AO MUNICÍPIO DE VARGINHA O
IMÓVEL QUE ESPECIFICA.
(DESTINAÇÃO: IMPLANTAÇÃO DO CENTRO DE TRATAMENTO E RECUPERAÇÃO
DE ALCOÓLATRAS, TOXICÔMANOS E DOENTES MENTAIS).","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, VARGINHA,
IMPLANTAÇÃO, CENTRO, TRATAMENTO, RECUPERAÇÃO, ALCOÓLATRA,
VICIADO EM DROGAS, DEFICIENTE MENTAL.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1998-12-31,000124087,PL. 2022 1998 - PROJETO DE LEI,5898,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,IMÓVEL,20090803,drumo,1999-01-31,"list(passo = 2:1, data = c(""1999-01-31"", ""1998-12-29""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 1 2 1999."", ""PUB PÁG 22 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FISCALIZAÇÃO\nFINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 4 1 1999.""))",list(),"list(expressao = ""(PL.19980202201[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202201%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,NA,NA,ARQUIVO,19990201,"list(id = 5898, nome = ""DEPUTADO DILZON MELO"", partido = ""PTB"")",NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2021,1998,GOVERNADOR EDUARDO AZEREDO,"AUTORIZA A CONTRATAÇÃO DE PROFISSIONAIS, POR TEMPO DETERMINADO, POR
FUNDAÇÕES DA ÁREA DE SAÚDE.","AUTORIZAÇÃO, FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS
GERAIS (HEMOMINAS), FUNDAÇÃO HOSPITALAR DO ESTADO DE MINAS GERAIS
(FHEMIG), CONTRATAÇÃO, PRAZO DETERMINADO, PROFISSIONAL AUTÔNOMO,
PROFISSIONAL LIBERAL, OBJETIVO, GARANTIA, EXERCÍCIO, ATIVIDADE, ÁREA,
SAÚDE.",RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,1998-12-31,000124088,PL. 2021 1998 - PROJETO DE LEI,,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,SAÚDE PÚBLICA,20160902,malves,1999-02-25,"list(passo = 2:1, data = c(""1999-02-25"", ""1998-12-29""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PRIMEIRO TURNO.\nREQUERIMENTO CONTIDO NA MENSAGEM 5 1999 DO GOVERNADOR ITAMAR\nFRANCO SOLICITANDO A RETIRADA DE TRAMITAÇÃO DA PROPOSIÇÃO.\nDEFERIDO. ARQUIVE-SE O PROJETO.\nMENSAGEM PUBLICADA NO DL EM 26 2 1999, PÁG 10 COL 4.\nRECEBIDO NO ARQUIVO EM 1 3 1999."", ""PUB PÁG 21 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ADMINISTRAÇÃO PÚBLICA E\nDE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 4 1 1999.""
))",list(),"list(expressao = ""(PL.19980202101[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202101%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")","list(expressao = ""(MSG adj '5' adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""MSG 5 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28MSG+adj+%275%27+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""MSG"", numero = 5, ano = 1999)",N,NA,NA,NA,NA,NULL,SAÚDE PÚBLICA,"list(descricao = ""MSG 308 1998"")",NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2020,1998,DEPUTADO PAULO PIAU                        PFL,"DECLARA DE UTILIDADE PÚBLICA A FUNDAÇÃO BIOMINAS, COM SEDE NO
MUNICÍPIO DE BELO HORIZONTE.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, BELO HORIZONTE.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1998-12-29,000124101,PL. 2020 1998 - PROJETO DE LEI,7775,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,19980101,Carga,1999-02-24,"list(passo = 3:1, data = c(""1999-02-24"", ""1999-01-31"", ""1998-12-23""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. PAULO PIAU SOLICITANDO O\nDESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 26 2 1999, PÁG 11 COL 3."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 1 2 1999."", ""PUB PÁG 25 COL 1.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE EDUCAÇÃO, CULTURA,\nCIÊNCIA E TECNOLOGIA, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 29 12 1998.""
))","list(expressao = ""(PL adj 100 adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 100 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+100+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 100, ano = 1999)","list(expressao = ""(PL.19980202001[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.19980202001%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,NA,NA,NA,NA,"list(id = 7775, nome = ""DEPUTADO PAULO PIAU"", partido = ""PFL"")",NA,NULL,NA,NA,NA,NA,NA
