dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksTextos,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,observacao,legislacaoCitada,norma,linksOrigem,atualizacaoTexto,horarioTexto,usuarioTexto,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1977,2007,DEPUTADO CARLIN MOURA                      PCdoB,"DISPÕE SOBRE A POLÍTICA ESTADUAL DE REDUÇÃO DE DANOS CAUSADOS À
SAÚDE DOS USUÁRIOS DE DROGAS E DÁ OUTRAS PROVIDÊNCIAS.","DISPOSITIVOS, CRIAÇÃO, POLÍTICA ESTADUAL, REDUÇÃO, DANOS, SAÚDE,
USUÁRIO, DROGA.",Arquivado,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2007-12-28,000098750,PL. 1977 2007 - PROJETO DE LEI,15247,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,SAÚDE PÚBLICA,ARQUIVO,20110131,20110406,1741,encnaves,2011-04-05,"list(passo = 4:1, data = c(""2011-04-05"", ""2011-03-02"", ""2011-01-31"", ""2007-12-20""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""DESARQUIVADO.\nRECEBEU O NÚMERO PL 945 2011."", ""REQUERIMENTO DO DEP. CARLIN MOURA SOLICITANDO\nO DESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 4 3 2011, PÁG 62 COL 2."", ""ARQUIVADO, FINAL DE LEGISLATURA."", ""PUBLICADO NO DL EM 28 12 2007, PÁG 94 COL 4.\nANEXE-SE AO PL 60 2007, NOS TERMOS DO PARÁGRAFO\nSEGUNDO DO ART. 173 DO RI.""
))","list(expressao = c(""(PL adj '60' adj 2007[PROP])[dbmt]"", ""(RQS adj '661' adj 2011[PROP])[dbmt]"", ""(PL adj '945' adj 2011[PROP])[dbmt]""), banco = c(""mate"", ""mate"", ""mate""), descricao = c(""PL. 60 2007"", ""RQS 661 2011"", ""PL. 945 2011""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2760%27+adj+2007%5BPROP%5D%29%5Bdbmt%5D"", ""/proposicoes/pesquisa/avancada?expr=%28RQS+adj+%27661%27+adj+2011%5BPROP%5D%29%5Bdbmt%5D"", ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27945%27+adj+2011%5BPROP%5D%29%5Bdbmt%5D""
), tipo = c(""PL"", ""RQS"", ""PL""), numero = c(60, 661, 945), ano = c(2007, 2011, 2011))","list(expressao = ""(PL.20070197701[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.20070197701%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"list(id = 15247, nome = ""DEPUTADO CARLIN MOURA"", partido = ""PCdoB"")",NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1976,2007,DEPUTADO PADRE JOÃO                        PT,"DISPÕE SOBRE A POLÍTICA ESTADUAL DE INCENTIVO À FORMAÇÃO DE BANCO
COMUNITÁRIO DE SEMENTES DE CULTIVARES LOCAIS, TRADICIONAIS OU
CRIOULAS E DÁ OUTRAS PROVIDÊNCIAS.","DISPOSITIVOS, CRIAÇÃO, OBJETIVO, DIRETRIZ, POLÍTICA ESTADUAL,
INCENTIVO, FORMAÇÃO, BANCOS, COMUNIDADE, ESPÉCIE, SEMENTE.
EMENDA 1: SUPRESSÃO, DISPOSITIVOS, RECURSOS, APLICAÇÃO, IMPLEMENTAÇÃO,
POLÍTICA ESTADUAL.
SUBSTITUTIVO 1: MELHORIA, REDAÇÃO, PROJETO DE LEI.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2007-12-28,000098751,PL. 1976 2007 - PROJETO DE LEI,12205,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,AGROPECUÁRIA,ARQUIVO,20090908,20090908,1214,m17663,2009-09-04,"list(passo = 20:1, data = c(""2009-09-04"", ""2009-08-19"", ""2009-08-12"", ""2009-08-12"", ""2009-08-04"", ""2009-08-04"", ""2009-07-14"", ""2009-07-13"", ""2009-07-13"", ""2009-03-25"", ""2009-03-18"", ""2009-03-12"", ""2009-03-10"", ""2008-09-30"", ""2008-09-23"", ""2008-06-04"", ""2008-04-02"", ""2008-04-01"", ""2008-02-11"", ""2007-12-20""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""PLENÁRIO"", ""PLENÁRIO"", 
""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 18374 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 5 9 2009."", 
""REMESSA DO OFÍCIO 1930/2009/SGM AO GOVERNADOR DO ESTADO ENCAMINHANDO\nA PROPOSIÇÃO DE LEI 19252 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. RONALDO MAGALHÃES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 8 2009, PÁG 59 COL 1."", ""APROVADO EM SEGUNDO TURNO NA FORMA DO VENCIDO EM PRIMEIRO TURNO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 5 8 2009."", ""ENCERRADA A DISCUSSÃO EM SEGUNDO TURNO,\nNOS TERMOS DO ART. 244 DO RI."", ""SEGUNDO TURNO.\nRELATOR: DEP. CHICO UEJO.\nPARECER PELA APROVAÇÃO NA FORMA DO VENCIDO EM PRIMEIRO TURNO.\nAPROVADO.\nPUBLICADO NO DL EM 15 7 2009, PÁG 71 COL 1."", 
""APROVADO EM PRIMEIRO TURNO NA FORMA DO SUBSTITUTIVO 1. PREJUDICADA\nA EMENDA 1.\nÀ COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL.\nRECEBIDO NA PAA EM 14 7 2009."", ""ENCERRADA A DISCUSSÃO EM PRIMEIRO TURNO, NOS TERMOS DO ART. 244\nDO RI."", ""PRIMEIRO TURNO.\nRELATOR: DEP. LAFAYETTE DE ANDRADA.\nPARECER PELA APROVAÇÃO NA FORMA DO SUBSTITUTIVO 1 E PELA\nPREJUDICIALIDADE DA EMENDA 1. APROVADO.\nPUBLICADO NO DL EM 27 3 2009, PÁG 72 COL 1."", ""PRIMEIRO TURNO.\nRELATOR: DEP. LAFAYETTE DE ANDRADA (REDISTRIBUÍDO).\nPEDIDO DE PRAZO REGIMENTAL PELO RELATOR."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. ANTÔNIO JÚLIO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. CHICO UEJO.\nPARECER PELA APROVAÇÃO NA FORMA DO SUBSTITUTIVO 1. APROVADO.\nPUBLICADO NO DL EM 17 3 2009, PÁG 62 COL 2.\nRECEBIDO NA FFO EM 11 3 2009."", ""PRIMEIRO TURNO.\nRELATOR: DEP. CHICO UEJO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. HELY TARQÜÍNIO.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE COM A\nEMENDA 1. APROVADO.\nPUBLICADO NO DL EM 25 9 2008, PÁG 39 COL 4.\nRECEBIDO NA PAA EM 24 9 2008."", ""CUMPRIDA A DILIGÊNCIA."", 
""REMESSA DO OFÍCIO 640/2008/SGM À EPAMIG COM PEDIDO DE DILIGÊNCIA."", ""PRIMEIRO TURNO.\nRELATOR: DEP. HELY TARQÜÍNIO.\nCONVERTIDO EM DILIGÊNCIA À EMPRESA DE PESQUISA AGROPECUÁRIA\nDE MINAS GERAIS - EPAMIG, POR DETERMINAÇÃO DO PRESIDENTE DA\nCOMISSÃO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. HELY TARQÜÍNIO."", ""PUBLICADO NO DL EM 28 12 2007, PÁG 94 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE POLÍTICA AGROPECUÁRIA E\nAGROINDUSTRIAL E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA\nPARECER.\nRECEBIDO NA CJU EM 28 12 2007.""
))",list(),"list(expressao = c(""(PL.20070197601[codi])[txmt]"", ""(PL.2007019760410[codi])[txmt]"", ""(PL.200701976042[codi])[txmt]"", ""(PL.200701976045[codi])[txmt]"", ""(PL.200701976052[codi])[txmt]"", ""(PL.2007019761013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PARECER DE 1º TURNO - COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", 
""PARECER DE 2º TURNO - COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20070197601%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2007019760410%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200701976042%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200701976045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.200701976052%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2007019761013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 12205, nome = ""DEPUTADO PADRE JOÃO"", partido = ""PT"")",AGROPECUÁRIA,OFÍCIO 152 2008 DA EPAMIG.,"LEI 11405 1994 - LEI ORDINÁRIA
LEF 10711 2003 - LEI FEDERAL",LEI 18374 2009 - LEI ORDINÁRIA,NULL,NA,NA,NA,/legislacao/mineira/LEI/18374/2009,LEI 18374 2009 - LEI ORDINÁRIA,PRL 19252 2009
Remissivo,PROJETO DE LEI,PL,1975,2007,DEPUTADO PADRE JOÃO                        PT,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO ESPORTIVA CANDEENSE, COM
SEDE NO MUNICÍPIO DE CANDEIAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, CANDEIAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2007-12-28,000098752,PL. 1975 2007 - PROJETO DE LEI,12205,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,ARQUIVO,20080513,20080513,1349,marga,2008-05-12,"list(passo = 10:1, data = c(""2008-05-12"", ""2008-05-05"", ""2008-04-23"", ""2008-04-02"", ""2008-03-19"", ""2008-03-12"", ""2008-03-04"", ""2008-02-26"", ""2008-02-11"", ""2007-12-20""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO EDUCAÇÃO, CIÊNCIA, TECNOLOGIA E INFORMÁTICA"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO EDUCAÇÃO, CIÊNCIA, TECNOLOGIA E INFORMÁTICA"", ""COMISSÃO EDUCAÇÃO, CIÊNCIA, TECNOLOGIA E INFORMÁTICA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 17478 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 13 5 2008."", ""REMESSA DO OFÍCIO 889/2008/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 18398 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. ANTÔNIO CARLOS ARANTES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 26 4 2008, PÁG 95 COL 3."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE RECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 19 3 2008."", 
""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 14 3 2008, PÁG 94 COL 4."", ""TURNO ÚNICO.\nRELATORA: DEP. ANA MARIA RESENDE.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 6 3 2008, PÁG 147 COL 4."", ""TURNO ÚNICO.\nRELATOR: DEP. DELVITO ALVES.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 28 2 2008, PÁG 78 COL 3.\nRECEBIDO NA ECT EM 27 2 2008."", ""TURNO ÚNICO.\nRELATOR: DEP. DELVITO ALVES."", 
""PUBLICADO NO DL EM 28 12 2007, PÁG 94 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE EDUCAÇÃO, CIÊNCIA,\nTECNOLOGIA E INFORMÁTICA, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 28 12 2007.""))",list(),"list(expressao = c(""(PL.20070197501[codi])[txmt]"", ""(PL.200701975035[codi])[txmt]"", ""(PL.20070197503676[codi])[txmt]"", ""(PL.2007019751013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE EDUCAÇÃO, CIÊNCIA, TECNOLOGIA E INFORMÁTICA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20070197501%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.200701975035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.20070197503676%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2007019751013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 12205, nome = ""DEPUTADO PADRE JOÃO"", partido = ""PT"")",NA,NA,LEI 12972 1998 - LEI ORDINÁRIA,LEI 17478 2008 - LEI ORDINÁRIA,NULL,NA,NA,NA,/legislacao/mineira/LEI/17478/2008,LEI 17478 2008 - LEI ORDINÁRIA,PRL 18398 2008
Remissivo,PROJETO DE LEI,PL,1974,2007,DEPUTADO IVAIR NOGUEIRA                    PMDB,"ESTENDE A DENOMINAÇÃO DE AVENIDA NOSSA SENHORA DE FÁTIMA A TRECHO
DA RODOVIA ESTADUAL MG-270 EM CARMÓPOLIS DE MINAS.","DENOMINAÇÃO, VIA PÚBLICA, MUNICÍPIO, CARMÓPOLIS DE MINAS.
EMENDA 1: DISPOSITIVOS, DENOMINAÇÃO, TRECHO, RODOVIA, MUNICÍPIO,
CARMÓPOLIS DE MINAS.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2007-12-28,000098753,PL. 1974 2007 - PROJETO DE LEI,7763,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,PRÓPRIO PÚBLICO,ARQUIVO,20080808,20120327,0958,rosanacf,2008-07-07,"list(passo = 14:1, data = c(""2008-07-07"", ""2008-06-24"", ""2008-06-17"", ""2008-06-11"", ""2008-05-30"", ""2008-05-20"", ""2008-05-15"", ""2008-05-13"", ""2008-05-06"", ""2008-04-22"", ""2008-02-27"", ""2008-02-26"", ""2008-02-11"", ""2007-12-20""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO TRANSPORTE, COMUNICAÇÃO E OBRAS PÚBLICAS"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO TRANSPORTE, COMUNICAÇÃO E OBRAS PÚBLICAS"", ""COMISSÃO TRANSPORTE, COMUNICAÇÃO E OBRAS PÚBLICAS"", ""COMISSÃO TRANSPORTE, COMUNICAÇÃO E OBRAS PÚBLICAS"", 
""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 17620 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 8 7 2008."", ""REMESSA DO OFÍCIO 1450/2008/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 18525 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. ANTÔNIO CARLOS ARANTES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 19 6 2008, PÁG 56 COL 3."", 
""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE RECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 3 6 2008."", ""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO COM A EMENDA 1.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 27 5 2008, PÁG 82 COL 4."", ""TURNO ÚNICO.\nRELATOR: DEP. DJALMA DINIZ.\nPARECER PELA APROVAÇÃO COM A EMENDA 1.\nPUBLICADO NO DL EM 17 5 2008, PÁG 88 COL 3."", ""TURNO ÚNICO.\nRELATOR: DEP. DJALMA DINIZ."", ""TURNO ÚNICO.\nRELATOR: DEP. NEIDER MOREIRA.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE COM A\nEMENDA 1. APROVADO.\nPUBLICADO NO DL EM 9 5 2008, PÁG 109 COL 2.\nRECEBIDO NA TCP EM 7 5 2008."", 
""CUMPRIDA A DILIGÊNCIA."", ""REMESSA DO OFÍCIO 191/2008/SGM AO DER-MG COM PEDIDO DE DILIGÊNCIA."", ""TURNO ÚNICO.\nRELATOR: DEP. NEIDER MOREIRA.\nCONVERTIDO EM DILIGÊNCIA AO DER-MG, POR DETERMINAÇÃO DO PRESIDENTE\nDA COMISSÃO."", ""TURNO ÚNICO.\nRELATOR: DEP. NEIDER MOREIRA."", ""PUBLICADO NO DL EM 28 12 2007, PÁG 94 COL 2.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE TRANSPORTE, COMUNICAÇÃO\nE OBRAS PÚBLICAS, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 28 12 2007.""))",list(),"list(expressao = c(""(PL.20070197401[codi])[txmt]"", ""(PL.2007019740312[codi])[txmt]"", ""(PL.200701974035[codi])[txmt]"", ""(PL.2007019741013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE TRANSPORTE, COMUNICAÇÃO E OBRAS PÚBLICAS"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20070197401%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.2007019740312%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200701974035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2007019741013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 7763, nome = ""DEPUTADO IVAIR NOGUEIRA"", partido = ""PMDB"")",NA,NA,LEI 13408 1999 - LEI ORDINÁRIA,LEI 17620 2008 - LEI ORDINÁRIA,NULL,NA,NA,NA,/legislacao/mineira/LEI/17620/2008,LEI 17620 2008 - LEI ORDINÁRIA,PRL 18525 2008
