dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,legislacaoCitada,atualizacao,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksTextos,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,norma,tema,local,arquivamento,evento,prazo,urgencia,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,2029,1999,DEPUTADO SEBASTIÃO NAVARRO VIEIRA          PFL,"INSTITUI O CÓDIGO DE DEFESA DO CONTRIBUINTE DO ESTADO DE
MINAS GERAIS.","CRIAÇÃO, CÓDIGO, DEFESA, PROTEÇÃO, CONTRIBUINTE.
CRIAÇÃO, SERVIÇO, ORIENTAÇÃO, INFORMAÇÃO, CONTRIBUINTE,
SUBORDINAÇÃO, SECRETARIA DE ESTADO DA CASA CIVIL E COMUNICAÇÃO
SOCIAL.
APLICAÇÃO, PERCENTAGEM, TAXA DE EXPEDIENTE, IMPLANTAÇÃO, MELHORIA,
SERVIÇO, ORIENTAÇÃO, INFORMAÇÃO, CONTRIBUINTE.
CRIAÇÃO, SISTEMA ESTADUAL, DEFESA, CONTRIBUINTE.
DISPOSITIVOS, COBRANÇA, (IPVA), OBSERVAÇÃO, PLACA, VEÍCULO
AUTOMOTOR.
DISPOSITIVOS, RECOLHIMENTO, SEGURO OBRIGATÓRIO, DANOS PESSOAIS,
EFEITO, ACIDENTE DE TRÂNSITO.","AUTOR: DEP. SEBASTIÃO NAVARRO VIEIRA E OUTROS.
DPVAT.
SISDECON.
DECISÃO DA PRESIDÊNCIA, EM 12 1 1999, DETERMINOU A ALTERAÇÃO DA
TRAMITAÇÃO DO PROJETO DE LEI COMPLEMENTAR 40 1998 PARA PROJETO DE
LEI 2029 1999.
DECISÃO PUBLICADA NO DL EM 13 1 1999, PÁG 17 COL 3.",ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1998-12-31,000124086,PL. 2029 1999 - PROJETO DE LEI,7778,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,"ADMINISTRAÇÃO ESTADUAL
TRIBUTOS","LEI 12425 1996 - LEI ORDINÁRIA
LEI 7164 1977 - LEI ORDINÁRIA
LEI 12704 1997 - LEI ORDINÁRIA
LEF 6194 1974 - LEI FEDERAL",20060825,encnaves,1999-02-18,"list(passo = 5:1, data = c(""1999-02-18"", ""1999-01-31"", ""1999-01-27"", ""1999-01-20"", ""1999-01-12""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""REQUERIMENTO DO DEP. SEBASTIÃO NAVARRO VIEIRA SOLICITANDO\nO DESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 20 2 1999, PÁG 20 COL 3."", ""ARQUIVADO, FINAL DE LEGISLATURA.\nRECEBIDO NO ARQUIVO EM 4 2 1999."", ""PRIMEIRO TURNO.\nRELATOR: DEP. GIL PEREIRA (REDISTRIBUÍDO).\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 28 1 1999, PÁG 13 COL 4.\nRECEBIDO NA APU EM 27 1 1999."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO SCHETTINO.\nPEDIDO DE PRAZO REGIMENTAL PELO RELATOR."", ""PUB PÁG 22 COL 1 (COMO PLC 40 1998).\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ADMINISTRAÇÃO\nPÚBLICA E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA\nPARECER.""))","list(expressao = ""(PL adj '51' adj 1999[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 51 1999"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%2751%27+adj+1999%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 51, ano = 1999)","list(expressao = c(""(PL.19990202901[codi])[txmt]"", ""(PL.199902029045[codi])[txmt]""), banco = c(""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.19990202901%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199902029045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),"list(expressao = ""(PLC adj '40' adj 1998[PROP])[dbmt]"", banco = ""mate"", descricao = ""PLC 40 1998"", url = ""/proposicoes/pesquisa/avancada?expr=%28PLC+adj+%2740%27+adj+1998%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PLC"", numero = 40, ano = 1998)",N,"list(id = 7778, nome = ""DEPUTADO SEBASTIÃO NAVARRO VIEIRA"", partido = ""PFL"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,784,1999,DEPUTADO PASTOR GEORGE                     PL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO COMUNITÁRIA E BENEFICENTE
HEBRON BETEL, COM SEDE NO MUNICÍPIO DE MEDINA.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, MEDINA.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2000-01-14,000121898,PL. 784 1999 - PROJETO DE LEI,9662,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,NA,20000612,dorinha,2000-06-09,"list(passo = 11:1, data = c(""2000-06-09"", ""2000-06-06"", ""2000-05-30"", ""2000-05-23"", ""2000-05-17"", ""2000-05-09"", ""2000-04-26"", ""2000-04-11"", ""2000-04-04"", ""2000-02-24"", ""1999-12-28""), local = c(""GOVERNADOR DO ESTADO"", ""DIRETORIA LEGISLATIVA"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO TRABALHO, PREVIDÊNCIA E AÇÃO SOCIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 13582 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 10 6 2000."", ""REMESSA DO OFÍCIO 1146/2000/DLE AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 14440 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATORA: DEP. MARIA OLÍVIA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 6 2000, PÁG 25 COL 1."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE\nRECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 18 5 2000."", 
""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 12 5 2000, PÁG 21 COL 3."", ""TURNO ÚNICO.\nRELATOR: DEP. AMILCAR MARTINS.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 27 4 2000, PÁG 23 COL 4."", ""TURNO ÚNICO.\nRELATOR: DEP. AMILCAR MARTINS."", ""TURNO ÚNICO.\nRELATOR: DEP. SEBASTIÃO COSTA (REDISTRIBUÍDO).\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 7 4 2000, PÁG 26 COL 3.\nRECEBIDO NA TPA EM 5 4 2000."", 
""TURNO ÚNICO.\nRELATOR: DEP. IRANI BARBOSA."", ""PUB PÁG 21 COL 1.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DO TRABALHO, DA\nPREVIDÊNCIA E DA AÇÃO SOCIAL, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 4 2 2000.""))",list(),"list(expressao = c(""(PL.19990078401[codi])[txmt]"", ""(PL.199900784035[codi])[txmt]"", ""(PL.199900784037[codi])[txmt]"", ""(PL.1999007841013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE TURNO ÚNICO - COMISSÃO DO TRABALHO, DA PREVIDÊNCIA E DA AÇÃO SOCIAL"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.19990078401%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.199900784035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199900784037%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1999007841013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),NULL,N,"list(id = 9662, nome = ""DEPUTADO PASTOR GEORGE"", partido = ""PL"")",LEI 13582 2000 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/13582/2000,LEI 13582 2000 - LEI ORDINÁRIA,PRL 14440 2000
Remissivo,PROJETO DE LEI,PL,783,1999,DEPUTADO BENÉ GUEDES                       PDT,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE CARIDADE HOSPITAL,
MATERNIDADE E PRONTO SOCORRO SANTA LÚCIA, COM SEDE NO MUNICÍPIO DE
POÇOS DE CALDAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, POÇOS DE CALDAS.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1999-12-24,000121907,PL. 783 1999 - PROJETO DE LEI,4222,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,NA,20000921,dorinha,2000-09-20,"list(passo = 12:1, data = c(""2000-09-20"", ""2000-09-06"", ""2000-08-30"", ""2000-08-16"", ""2000-06-19"", ""2000-06-08"", ""2000-06-06"", ""2000-05-04"", ""2000-04-27"", ""2000-03-17"", ""2000-02-09"", ""1999-12-22""), local = c(""GOVERNADOR DO ESTADO"", ""DIRETORIA LEGISLATIVA"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 13716 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 21 9 2000."", 
""REMESSA DO OFÍCIO 1714/2000/DLE AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 14580 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATORA: DEP. MARIA OLÍVIA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 9 2000, PÁG 22 COL 3."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE\nRECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 7 7 2000."", ""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 15 6 2000, PÁG 27 COL 3."", 
""TURNO ÚNICO.\nRELATOR: DEP. CRISTIANO CANÊDO.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 7 6 2000, PÁG 21 COL 2."", ""TURNO ÚNICO.\nRELATOR: DEP. CRISTIANO CANÊDO."", ""TURNO ÚNICO.\nRELATOR: DEP. ANTÔNIO JÚLIO (REDISTRIBUÍDO).\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 29 4 2000, PÁG 68 COL 1.\nRECEBIDO NA SAU EM 28 4 2000."", ""TURNO ÚNICO.\nRELATOR: DEP. AGOSTINHO SILVEIRA.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR."", ""TURNO ÚNICO.\nRELATOR: DEP. AGOSTINHO SILVEIRA."", 
""PUB PÁG 15 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE SAÚDE,\nPARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 27 12 1999.""))",list(),"list(expressao = c(""(PL.19990078301[codi])[txmt]"", ""(PL.1999007830314[codi])[txmt]"", ""(PL.199900783035[codi])[txmt]"", ""(PL.1999007831013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE SAÚDE"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.19990078301%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1999007830314%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.199900783035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1999007831013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),NULL,N,"list(id = 4222, nome = ""DEPUTADO BENÉ GUEDES"", partido = ""PDT"")",LEI 13716 2000 - LEI ORDINÁRIA,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/13716/2000,LEI 13716 2000 - LEI ORDINÁRIA,PRL 14580 2000
Remissivo,PROJETO DE LEI,PL,782,1999,DEPUTADO BENÉ GUEDES                       PDT,"CRIA O PROGRAMA DE APOIO AO PEQUENO PRODUTOR DE CANA-DE-AÇÚCAR DO ESTADO
DE MINAS GERAIS E DÁ OUTRAS PROVIDÊNCIAS.","CRIAÇÃO, PROGRAMA, APOIO, PEQUENO PRODUTOR RURAL, CANA DE AÇÚCAR,
OBJETIVO, CONCESSÃO, INCENTIVO FINANCEIRO, DESTINAÇÃO, CUSTEIO,
PREPARO, SOLO, PLANTIO, COLHEITA, TRANSPORTE.
DISPOSITIVOS, PREVISÃO, RECURSOS, PROGRAMA.
COMPETÊNCIA, EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL DO ESTADO
DE MINAS GERAIS (EMATER), ELABORAÇÃO, AVALIAÇÃO TÉCNICA, OBJETIVO,
LIBERAÇÃO, RECURSOS, PROGRAMA.
EMENDA 1: DISPOSITIVOS, RECURSOS, PROGRAMA, DESTINAÇÃO, CUSTEIO,
PRODUÇÃO, MUDAS, PREPARO, SOLO, PLANTIO, COLHEITA, TRANSPORTE,
COMERCIALIZAÇÃO.
SUBEMENDA 1 À EMENDA 1: MELHORIA, REDAÇÃO, EMENDA.",NA,Arquivado,ARQVD,OUTRAS SITUAÇÕES,MOUTR,1999-12-24,000121908,PL. 782 1999 - PROJETO DE LEI,4222,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,AGROPECUÁRIA,LEI 11744 1995 - LEI ORDINÁRIA,20160714,malves,2003-04-01,"list(passo = 14:1, data = c(""2003-04-01"", ""2003-03-25"", ""2003-01-31"", ""2002-06-19"", ""2002-06-12"", ""2002-05-23"", ""2001-09-12"", ""2000-12-05"", ""2000-06-20"", ""2000-05-24"", ""2000-04-12"", ""2000-03-28"", ""2000-02-09"", ""1999-12-22""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", 
""COMISSÃO POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""DESARQUIVADO.\nRECEBEU O NÚMERO PL 345 2003."", ""REQUERIMENTO DO DEP. ALBERTO BEJANI\nSOLICITANDO O DESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 27 3 2003, PÁG 21 COL 4."", ""ARQUIVADO, FINAL DE LEGISLATURA."", ""PRIMEIRO TURNO.\nRELATOR: DEP. JORGE EDUARDO DE OLIVEIRA (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO DA EMENDA 1 NA FORMA DA SUBEMENDA 1.\nAPROVADO.\nPUBLICADO NO DL EM 21 6 2002, PÁG 24 COL 1."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU.\nRETIRADO DE PAUTA POR DETERMINAÇÃO DO PRESIDENTE DA COMISSÃO."", ""ENCERRADA A DISCUSSÃO EM PRIMEIRO TURNO COM A APRESENTAÇÃO DA\nSEGUINTE EMENDA:\nDEP. GIL PEREIRA - EMENDA 1.\nEMENDA PUBLICADA NO DL EM 28 5 2002, PÁG 21 COL 2.\nÀ COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL, PARA\nEMITIR PARECER SOBRE A EMENDA.\nRECEBIDO NA PAA EM 23 5 2002."", ""PRIMEIRO TURNO.\nREQUERIMENTO DO DEP. BENÉ GUEDES SOLICITANDO A INCLUSÃO DO PROJETO\nEM ORDEM DO DIA. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 14 9 2001, PÁG 17 COL 4."", 
""PRIMEIRO TURNO.\nREQUERIMENTO DO DEP. BENÉ GUEDES SOLICITANDO A INCLUSÃO DO PROJETO\nEM ORDEM DO DIA. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 7 12 2000, PÁG 26 COL 1."", ""PRIMEIRO TURNO.\nRELATOR: DEP. OLINTO GODINHO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 6 2000, PÁG 23 COL 1."", ""PRIMEIRO TURNO.\nRELATOR: DEP. AILTON VILELA (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 30 5 2000, PÁG 35 COL 4.\nRECEBIDO NA FFO EM 26 5 2000."", ""PRIMEIRO TURNO.\nRELATOR: DEP. FÁBIO AVELAR."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 30 3 2000, PÁG 25 COL 3.\nRECEBIDO NA PAA EM 29 3 2000."", ""PRIMEIRO TURNO.\nRELATOR: DEP. PAULO PIAU."", ""PUB PÁG 15 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE POLÍTICA  AGROPECUÁRIA\nE AGROINDUSTRIAL E DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA,\nPARA PARECER.\nRECEBIDO NA CJU EM 27 12 1999.""))","list(expressao = ""(PL adj '345' adj 2003[PROP])[dbmt]"", banco = ""mate"", descricao = ""PL. 345 2003"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+%27345%27+adj+2003%5BPROP%5D%29%5Bdbmt%5D"", tipo = ""PL"", numero = 345, ano = 2003)","list(expressao = c(""(PL.199900782061[codi])[txmt]"", ""(PL.199900782082[codi])[txmt]"", ""(PL.199900782045[codi])[txmt]"", ""(PL.1999007820410[codi])[txmt]"", ""(PL.19990078201[codi])[txmt]"", ""(PL.199900782042[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""EMENDA E/OU SUBSTITUTIVO (1)"", ""PARECER SOBRE EMENDA/SUBS 1º TURNO - COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE 1º TURNO - COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", 
""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE POLÍTICA AGROPECUÁRIA E AGROINDUSTRIAL""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.199900782061%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199900782082%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.199900782045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.1999007820410%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.19990078201%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.199900782042%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),NULL,N,"list(id = 4222, nome = ""DEPUTADO BENÉ GUEDES"", partido = ""PDT"")",NA,AGROPECUÁRIA,ARQUIVO,20030204,NA,NA,NA,NA,NA,NA
