dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,tema,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,linksOrigem,acompanhamento,autoresEstruturados,prazo,legislacaoCitada,observacao,local,arquivamento,regime,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,608,1987,GOVERNADOR NEWTON CARDOSO,"AUTORIZA O ESTADO DE MINAS GERAIS A ASSUMIR O DÉBITO REMANESCENTE DOS
EMPRÉSTIMOS CONTRAÍDOS PELA CDI, JUNTO AOS BANCOS OFICIAIS DO ESTADO,
NAS CONDIÇÕES E PARA OS FINS QUE MENCIONA.",FINANÇAS PÚBLICAS,"AUTORIZAÇÃO, EXECUTIVO, GARANTIA, EMPRÉSTIMO INTERNO, (BEMGE),
(CREDIREAL), REFERÊNCIA, DÍVIDA, EMPRÉSTIMO, (CDI-MG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-12-24,000144474,PL. 608 1987 - PROJETO DE LEI,,FINANÇAS PÚBLICAS,LEI 9617 1988 - LEI ORDINÁRIA,20150812,1738,malves,1988-06-30,"list(passo = 14:1, data = c(""1988-06-30"", ""1988-06-22"", ""1988-06-20"", ""1988-06-14"", ""1988-06-08"", ""1988-06-08"", ""1988-05-31"", ""1988-05-18"", ""1988-05-05"", ""1988-05-03"", ""1988-04-26"", ""1988-03-10"", ""1988-03-04"", ""1987-12-23""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""COMISSÃO ECONOMIA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", 
""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9617 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 1 7 1988."", ""REMESSA DO OFÍCIO 1884/1988/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10287 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. JOSÉ BONIFÁCIO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 23 6 1988."", ""APROVADO EM DISCUSSÃO ÚNICA.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 9 6 1988."", 
""ENCERRADA A DISCUSSÃO ÚNICA E ADIADA A VOTAÇÃO POR FALTA\nDE QUORUM."", ""DISCUSSÃO ÚNICA.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 3 6 1988."", ""DISCUSSÃO ÚNICA.\nRELATOR: DEP. PAULO PETTERSEN.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 3 6 1988.\nRECEBIDO NA CFO EM 19 5 1988."", ""DISCUSSÃO ÚNICA.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 3 6 1988.\nRECEBIDO NA CE EM 6 5 1988."", ""DISCUSSÃO ÚNICA.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO.\nDISTRIBUÍDO AVULSO DO PARECER."", 
""DISCUSSÃO ÚNICA.\nRELATOR: DEP. JOSÉ FERRAZ (REDISTRIBUÍDO)."", ""DISCUSSÃO ÚNICA.\nRELATOR: DEP. DOMINGOS LANNA."", ""ESGOTADO SEM APRESENTAÇÃO DE EMENDAS O PRAZO REGIMENTAL."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ECONOMIA E DE\nFINANÇAS E ORÇAMENTO PARA RECEBER EMENDAS PELO PRAZO DE\nTRÊS DIAS.\nRECEBIDO NA CCJ EM 7 1 1988.""))",list(),list(),"list(descricao = ""MSG 254 1987"")",N,NULL,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9617/1988,LEI 9617 1988 - LEI ORDINÁRIA,PRL 10287 1988
Remissivo,PROJETO DE LEI,PL,607,1987,DEPUTADO NINICO RESENDE                    PMDB,"DECLARA DE UTILIDADE PÚBLICA A LOJA MAÇÔNICA ÁGUIA DAS ALTEROSAS,
NÚMERO 197, DE BELO HORIZONTE.",NA,"DECLARAÇÃO, UTILIDADE PÚBLICA, MAÇONARIA, MUNICÍPIO, BELO
HORIZONTE, (MG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-12-22,000144501,PL. 607 1987 - PROJETO DE LEI,1719,UTILIDADE PÚBLICA,LEI 9656 1988 - LEI ORDINÁRIA,20080626,1901,drumo,1988-07-25,"list(passo = 11:1, data = c(""1988-07-25"", ""1988-07-07"", ""1988-06-27"", ""1988-06-23"", ""1988-06-15"", ""1988-06-09"", ""1988-05-26"", ""1988-05-18"", ""1988-04-07"", ""1988-03-25"", ""1987-11-30""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9656 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 26 7 1988."", 
""REMESSA DO OFÍCIO 2204/1988/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10317 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 7 1988."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 16 6 1988."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 6 1988."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 26 5 1988."", 
""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 4 1988."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 25 3 1988."", ""SUSPENSA A TRAMITAÇÃO, NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),NULL,N,"list(id = 1719, nome = ""DEPUTADO NINICO RESENDE"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9656/1988,LEI 9656 1988 - LEI ORDINÁRIA,PRL 10317 1988
Remissivo,PROJETO DE LEI,PL,606,1987,DEPUTADO EDUARDO OTTONI                    PL,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE MORADORES E AMIGOS DE
NELSON DE SENA, DE SÃO JOÃO EVANGELISTA.",NA,"DECLARAÇÃO, UTILIDADE PÚBLICA, ASSOCIAÇÃO COMUNITÁRIA, MUNICÍPIO,
SÃO JOÃO EVANGELISTA, (MG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-12-22,000144502,PL. 606 1987 - PROJETO DE LEI,3689,UTILIDADE PÚBLICA,LEI 9699 1988 - LEI ORDINÁRIA,20080626,1901,drumo,1988-11-25,"list(passo = 13:1, data = c(""1988-11-25"", ""1988-11-09"", ""1988-10-26"", ""1988-10-25"", ""1988-10-04"", ""1988-09-28"", ""1988-08-11"", ""1988-06-14"", ""1988-05-26"", ""1988-05-18"", ""1988-04-07"", ""1988-03-25"", ""1987-11-30""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9699 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 26 11 1988."", 
""REMESSA DO OFÍCIO 4136/1988/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10378 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. GERALDO REZENDE.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 28 10 1988."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 5 10 1988."", ""ENCERRADA A TERCEIRA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. BONIFÁCIO MOURÃO (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 8 1988."", 
""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR.\nCUMPRIDA A DILIGÊNCIA EM 24 6 1988.\nRECEBIDO NA CCJ EM 24 6 1988."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 26 5 1988."", ""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 4 1988."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 25 3 1988."", 
""SUSPENSA A TRAMITAÇÃO, NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),NULL,N,"list(id = 3689, nome = ""DEPUTADO EDUARDO OTTONI"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9699/1988,LEI 9699 1988 - LEI ORDINÁRIA,PRL 10378 1988
Remissivo,PROJETO DE LEI,PL,605,1987,DEPUTADO EDUARDO OTTONI                    PL,"DECLARA DE UTILIDADE PÚBLICA A SOCIEDADE CIVIL CASA DE JUSCELINO,
DA CIDADE DE DIAMANTINA.",NA,"DECLARAÇÃO, UTILIDADE PÚBLICA, SOCIEDADE CIVIL, MUNICÍPIO,
DIAMANTINA, (MG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-12-22,000144503,PL. 605 1987 - PROJETO DE LEI,3689,UTILIDADE PÚBLICA,LEI 9660 1988 - LEI ORDINÁRIA,20080626,1900,drumo,1988-07-25,"list(passo = 12:1, data = c(""1988-07-25"", ""1988-07-07"", ""1988-06-27"", ""1988-06-23"", ""1988-06-15"", ""1988-06-09"", ""1988-05-26"", ""1988-05-19"", ""1988-05-12"", ""1988-04-05"", ""1988-03-25"", ""1987-11-30""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9660 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 26 7 1988."", 
""REMESSA DO OFÍCIO 2204/1988/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10316 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 7 1988."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 16 6 1988."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 14 6 1988."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 26 5 1988."", 
""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. MAURO MORAES (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 5 1988."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR.\nCUMPRIDA A DILIGÊNCIA EM 5 5 1988.\nRECEBIDO NA CCJ EM 5 5 1988."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 25 3 1988."", ""SUSPENSA A TRAMITAÇÃO, NOS TERMOS DO ART. 238 DO RI.""
))",list(),list(),NULL,N,"list(id = 3689, nome = ""DEPUTADO EDUARDO OTTONI"", partido = ""PL"")",NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9660/1988,LEI 9660 1988 - LEI ORDINÁRIA,PRL 10316 1988
Remissivo,PROJETO DE LEI,PL,601,1987,GOVERNADOR NEWTON CARDOSO,"CRIA DELEGACIA REGIONAL DE ENSINO, COM SEDE NA CIDADE DE POUSO ALEGRE, E
DÁ OUTRAS PROVIDÊNCIAS.","ADMINISTRAÇÃO PÚBLICA
EDUCAÇÃO","CRIAÇÃO, DELEGACIA REGIONAL DE ENSINO, MUNICÍPIO, POUSO ALEGRE,
SUBORDINAÇÃO, SECRETARIA DE ESTADO DE EDUCAÇÃO (SEE).
FIXAÇÃO, DECRETO ESTADUAL, DESCRIÇÃO, COMPETÊNCIA, JURISDIÇÃO,
ASSISTENTE AUXILIAR.
CRIAÇÃO, CARGO EM COMISSÃO, DIRETOR, ASSISTENTE ADMINISTRATIVO,
ASSISTENTE AUXILIAR, COMPOSIÇÃO, QUADRO PERMANENTE, ADMINISTRAÇÃO
DIRETA, EXECUTIVO, DESTINAÇÃO, QUADRO SETORIAL, SECRETARIA DE ESTADO
DE EDUCAÇÃO (SEE), DELEGACIA REGIONAL DE ENSINO, MUNICÍPIO,
POUSO ALEGRE.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-11-28,000144536,PL. 601 1987 - PROJETO DE LEI,,"SECRETARIA DE ESTADO
EDUCAÇÃO
ORGANIZAÇÃO ADMINISTRATIVA",LEI 9474 1987 - LEI ORDINÁRIA,20140218,1403,rosanacf,1987-12-23,"list(passo = 8:1, data = c(""1987-12-23"", ""1987-12-11"", ""1987-11-30"", ""1987-11-30"", ""1987-11-29"", ""1987-11-29"", ""1987-11-28"", ""1987-11-27""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9474 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 24 12 1987."", ""REMESSA DO OFÍCIO 3335/1987/CRR AO GOVERNADOR DO ESTADO,\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10171 PARA SANÇÃO."", 
""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. ALOÍSIO GARCIA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 4 12 1987."", ""APROVADO EM DISCUSSÃO ÚNICA.\nÀ COMISSÃO DE REDAÇÃO."", ""CCJ CED CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. BONIFÁCIO MOURÃO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 3 12 1987."", ""REQUERIMENTO DO DEP. FELIPE NERI SOLICITANDO REGIME DE\nURGÊNCIA. APROVADO."", ""ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE EDUCAÇÃO E DE\nFINANÇAS E ORÇAMENTO PARA RECEBER EMENDAS PELO PRAZO DE\nTRÊS DIAS. REUNIÃO CONJUNTA.""
))",list(),list(),"list(descricao = ""MSG 250 1987"")",N,NULL,030 DIAS.   DATA LIMITE: 29/03/1988,DEC 16409 1974 - DECRETO,NA,NA,NA,NA,/legislacao/mineira/LEI/9474/1987,LEI 9474 1987 - LEI ORDINÁRIA,PRL 10171 1987
Remissivo,PROJETO DE LEI,PL,600,1987,COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS,ALTERA O TOPÔNIMO DO MUNICÍPIO DE CASSITERITA.,MUNICÍPIOS E DESENVOLVIMENTO REGIONAL,"ALTERAÇÃO, DENOMINAÇÃO, MUNICÍPIO, CASSITERITA, TRANSFORMAÇÃO,
CONCEIÇÃO DA BARRA DE MINAS, (MG).",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-12-01,000144522,PL. 600 1987 - PROJETO DE LEI,,DIVISÃO ADMINISTRATIVA,LEI 9960 1989 - LEI ORDINÁRIA,20131008,1607,rosanacf,1989-10-27,"list(passo = 15:1, data = c(""1989-10-27"", ""1989-10-12"", ""1989-10-10"", ""1989-10-05"", ""1989-09-19"", ""1989-08-22"", ""1989-06-29"", ""1989-06-26"", ""1989-05-22"", ""1989-03-27"", ""1988-09-29"", ""1988-06-21"", ""1988-06-09"", ""1988-04-27"", ""1987-11-27""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO ASSUNTOS MUNICIPAIS E PLANEJAMENTOS REGIONAIS"", 
""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9960 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 28 10 1989."", ""REMESSA DO OFÍCIO 3115/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10645 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. PAULO PEREIRA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 10 1989."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 20 9 1989."", 
""ENCERRADA A DISCUSSÃO E ADIADA A VOTAÇÃO POR FALTA DE\nQUORUM."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. PÉRICLES FERREIRA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 5 7 1989."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nA COMISSÃO DE ASSUNTOS MUNICIPAIS E PLANEJAMENTOS\nREGIONAIS.\nRECEBIDO NA CAMPR EM 27 6 1989."", ""REQUERIMENTO DO DEP. GERALDO DA COSTA PEREIRA SOLICITANDO\nA INCLUSÃO DA MATÉRIA EM ORDEM DO DIA. APROVADO.\nREQUERIMENTO PUBLICADO NO DL EM 24 5 1989."", ""REQUERIMENTO DO DEP. GERALDO DA COSTA PEREIRA SOLICITANDO\nA INCLUSÃO EM ORDEM DO DIA. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 29 3 1989."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 5 10 1988."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO. APROVADO.\nRECEBIDO NA CAMPR EM 22 6 1988."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE ASSUNTOS\nMUNICIPAIS E PLANEJAMENTOS REGIONAIS.\nRECEBIDO NA CCJ EM 10 6 1988."", ""ENCERRADA A PRIMEIRA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO.""
))",list(),list(),NULL,N,NULL,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9960/1989,LEI 9960 1989 - LEI ORDINÁRIA,PRL 10645 1989
Remissivo,PROJETO DE LEI,PL,598,1987,DEPUTADO LUÍS GAMBOGI                      PMDB,"DÁ A DENOMINAÇÃO DE ROQUE LUIZ DE ANDRADE AO TRECHO DE ACESSO DA
CIDADE DE BOM REPOUSO À BR-381.",NA,"DENOMINAÇÃO, RODOVIA, MUNICÍPIO, BOM REPOUSO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1987-11-28,000144537,PL. 598 1987 - PROJETO DE LEI,3664,PRÓPRIO PÚBLICO,LEI 9804 1989 - LEI ORDINÁRIA,20120423,0938,rosanacf,1989-06-22,"list(passo = 12:1, data = c(""1989-06-22"", ""1989-06-08"", ""1989-05-31"", ""1989-05-30"", ""1989-05-22"", ""1989-03-29"", ""1988-11-22"", ""1988-08-11"", ""1988-04-11"", ""1988-04-07"", ""1988-03-25"", ""1987-11-26""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 9804 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 23 6 1989."", 
""REMESSA DO OFÍCIO 1225/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10490 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 3 6 1989."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 23 5 1989."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. IRANI BARBOSA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 4 1989."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 23 11 1988."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. BONIFÁCIO MOURÃO (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 8 1988.\nERRATA PUBLICADA NO DL EM 13 9 1988."", ""REMESSA DO OFÍCIO 440/1988/CRR AO GOVERNADOR DO ESTADO COM\nPEDIDO DE DILIGÊNCIA."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ FERRAZ.\nCONVERTIDO EM DILIGÊNCIA AO DER-MG.\nCUMPRIDA A DILIGÊNCIA EM 5 7 1988.\nRECEBIDO NA CCJ EM 5 7 1989."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 25 3 1988."", 
""SUSPENSA A TRAMITAÇÃO, NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),NULL,N,"list(id = 3664, nome = ""DEPUTADO LUÍS GAMBOGI"", partido = ""PMDB"")",NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/9804/1989,LEI 9804 1989 - LEI ORDINÁRIA,PRL 10490 1989
