dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,assuntoGeral,norma,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,tema,regime,legislacaoCitada,linksOrigem,local,arquivamento,observacao,prazo,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao
Remissivo,PROJETO DE LEI,PL,1297,1988,DEPUTADO ANDERSON ADAUTO                   PMB,"DÁ A DENOMINAÇÃO DE NILTON ALVES DO NASCIMENTO AO TRECHO QUE VAI
DE VERÍSSIMO À BR-262.","DENOMINAÇÃO, RODOVIA, MUNICÍPIO, VERÍSSIMO.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-01-03,000141766,PL. 1297 1988 - PROJETO DE LEI,3675,PRÓPRIO PÚBLICO,LEI 10132 1990 - LEI ORDINÁRIA,20120420,1440,rosanacf,1990-04-17,"list(passo = 14:1, data = c(""1990-04-17"", ""1990-04-02"", ""1990-03-26"", ""1990-03-21"", ""1990-03-12"", ""1990-02-23"", ""1989-11-30"", ""1989-11-30"", ""1989-11-21"", ""1989-08-09"", ""1989-08-08"", ""1989-06-19"", ""1988-12-29"", ""1988-12-29""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", 
""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10132 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 18 4 1990."", ""REMESSA DO OFÍCIO 504/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10820 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MENDES BARROS.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 29 3 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 13 3 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. JOSÉ LAVIOLA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 2 3 1990."", 
""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 1 12 1989."", ""ENCERRADA A SEGUNDA DISCUSSÃO E ADIADA A VOTAÇÃO POR\nFALTA DE QUORUM."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOÃO PINTO RIBEIRO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 11 1989."", ""REMESSA DO OFÍCIO 2231/1989/CRR AO GOVERNADOR DO ESTADO\nCOM PEDIDO DE DILIGÊNCIA.\nCUMPRIDA A DILIGÊNCIA EM 23 10 1989.\nRECEBIDO NA CCJ EM 23 10 1989."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. PAULO PETTERSEN.\nCONVERTIDO EM DILIGÊNCIA AO DER-MG.\nCUMPRIDA A DILIGÊNCIA EM 23 10 1989.\nRECEBIDO NA CCJ EM 23 10 1989."", 
""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 20 6 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO."", ""SUSPENSA A TRAMITAÇÃO NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),N,"list(id = 3675, nome = ""DEPUTADO ANDERSON ADAUTO"", partido = ""PMB"")",NA,NA,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/10132/1990,LEI 10132 1990 - LEI ORDINÁRIA,PRL 10820 1990
Remissivo,PROJETO DE LEI,PL,1296,1988,DEPUTADO JOÃO ROSA                         PMDB,"DÁ A DENOMINAÇÃO DE VEREADOR JOAQUIM MENDES JUNHO AO PRÉDIO DO
CENTRO DE SAÚDE DO MUNICÍPIO DE NATÉRCIA.","DENOMINAÇÃO, PRÉDIO, CENTRO DE SAÚDE, MUNICÍPIO, NATÉRCIA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1989-01-03,000141767,PL. 1296 1988 - PROJETO DE LEI,2803,PRÓPRIO PÚBLICO,LEI 10111 1990 - LEI ORDINÁRIA,20120420,1442,rosanacf,1990-03-27,"list(passo = 13:1, data = c(""1990-03-27"", ""1990-03-20"", ""1990-03-09"", ""1990-03-08"", ""1990-02-20"", ""1989-12-12"", ""1989-12-04"", ""1989-11-23"", ""1989-08-09"", ""1989-08-08"", ""1989-06-19"", ""1988-12-29"", ""1988-12-29""), local = c(""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", 
""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 10111 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 28 3 1990."", ""REMESSA DO OFÍCIO 373/1990/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10807 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. JAIRO MAGALHÃES ALVES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 13 3 1990."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 21 2 1990."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. NARCISO MICHELLI.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 15 12 1989."", 
""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 5 12 1989."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. NARCISO MICHELLI (REDISTRIBUÍDO).\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 1 12 1989."", ""REMESSA DO OFÍCIO 2235/1989/CRR AO GOVERNADOR DO ESTADO\nCOM PEDIDO DE DILIGÊNCIA.\nCUMPRIDA A DILIGÊNCIA EM 23 10 1989.\nRECEBIDO NA CCJ EM 23 10 1989."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. PAULO PETTERSEN.\nCONVERTIDO EM DILIGÊNCIA À SECRETARIA DA SAÚDE."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 20 6 1989."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA\nPRIMEIRA DISCUSSÃO."", ""SUSPENSA A TRAMITAÇÃO NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),N,"list(id = 2803, nome = ""DEPUTADO JOÃO ROSA"", partido = ""PMDB"")",NA,NA,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/10111/1990,LEI 10111 1990 - LEI ORDINÁRIA,PRL 10807 1990
Remissivo,PROJETO DE LEI,PL,1295,1988,DEPUTADO JOÃO BOSCO MARTINS                PDT,"FIXA TETO PARA REMUNERAÇÃO DE INTEGRANTES DOS PODERES EXECUTIVO,
LEGISLATIVO E JUDICIÁRIO, BEM COMO DE SERVIDORES DE ESTATAIS,
AUTARQUIAS E SOCIEDADES DE ECONOMIA MISTA.","FIXAÇÃO, LIMITAÇÃO, REMUNERAÇÃO, SERVIDOR, QUADRO DE PESSOAL,
EXECUTIVO, LEGISLATIVO, JUDICIÁRIO, EMPRESA ESTATAL, AUTARQUIA,
SOCIEDADE DE ECONOMIA MISTA, EXCEÇÃO, DIREITO ADQUIRIDO.
NORMAS, RECEBIMENTO, CONGELAMENTO, VALOR, REMUNERAÇÃO, PESSOAL,
EXECUTIVO, LEGISLATIVO, JUDICIÁRIO, EMPRESA ESTATAL, AUTARQUIA,
SOCIEDADE DE ECONOMIA MISTA, REFERÊNCIA, (OTN), EXCLUSÃO, VERBA DE
REPRESENTAÇÃO.",REJEITADO,RJTDO,PROPOSIÇÕES REJEITADAS,MRJTD,1989-01-03,000141768,PL. 1295 1988 - PROJETO DE LEI,3703,NA,NA,20020208,NA,GRACA,1990-02-22,"list(passo = 8:1, data = c(""1990-02-22"", ""1989-12-13"", ""1989-12-05"", ""1989-11-21"", ""1989-11-09"", ""1989-10-18"", ""1989-03-02"", ""1988-12-29""), local = c(""PLENÁRIO"", ""COMISSÃO FINANÇAS E ORÇAMENTO"", ""COMISSÃO SERVIÇO PÚBLICO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REJEITADO NOS TERMOS DO ART. 190 DO RI (PROJETO COM\nPARECER CONTRÁRIO DAS COMISSÕES).\nARQUIVE-SE."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. ROBERTO LUIZ SOARES.\nPARECER PELA REJEIÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 2 1990."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. BERNARDO RUBINGER.\nPARECER PELA REJEIÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 2 1990.\nRECEBIDO NA CFO EM 6 12 1989."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. LACYR ANDRADE.\nPARECER PELA REJEIÇÃO. APROVADO.\nPUBLICADO NO DL EM 22 2 1990.\nRECEBIDO NA CSP EM 22 11 1989."", ""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. LACYR ANDRADE.\nPARECER PELA REJEIÇÃO.\nVISTA AO DEP. RAUL MESSIAS."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE SERVIÇO\nPÚBLICO E DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ EM 18 10 1989."", 
""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO."", ""SUSPENSA A TRAMITAÇÃO NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),N,"list(id = 3703, nome = ""DEPUTADO JOÃO BOSCO MARTINS"", partido = ""PDT"")",NA,NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,1293,1988,GOVERNADOR NEWTON CARDOSO,"ALTERA A LEI 6763, DE 26 DE DEZEMBRO DE 1975, E DÁ OUTRAS
PROVIDÊNCIAS.","ALTERAÇÃO, LEI ESTADUAL, CÓDIGO TRIBUTÁRIO.
DEFINIÇÃO, IMPOSTOS, COMPETÊNCIA, ESTADO, (ICMS), (ITCD), (IPVA),
(AIR).
ALTERAÇÃO, DEFINIÇÃO, INCIDÊNCIA, OCORRÊNCIA, FATO GERADOR,
(ICMS).
ALTERAÇÃO, CARACTERIZAÇÃO, FATO GERADOR, CRITÉRIOS, SAÍDA,
TRANSMISSÃO, MERCADORIA.
NORMAS, APLICAÇÃO, COBRANÇA, (ICMS), OCORRÊNCIA, FATO GERADOR,
EXCEÇÃO, IMPORTAÇÃO, TRIGO.
NORMAS, ISENÇÃO, (ICMS), DEFINIÇÃO, PRODUTO SEMI ELABORADO.
NORMAS, FIXAÇÃO, DEFINIÇÃO, ALÍQUOTA, (ICMS), CONSUMIDOR,
DOMICÍLIO, (MG), EXTERIOR, ESTADO.
NORMAS, FIXAÇÃO, DEFINIÇÃO, BASE DE CÁLCULO, (ICMS).
DEFINIÇÃO, CONTRIBUINTE, (ICMS).
DEFINIÇÃO, REQUISITOS, CONTRIBUINTE, SUBSTITUTO, (ICMS).
NORMAS, DEFINIÇÃO, RESPONSABILIDADE, PAGAMENTO, (ICMS),
CONTRIBUINTE, SUBSTITUTO.
DEFINIÇÃO, FORMA, LOCAL, PAGAMENTO, (ICMS).
NORMAS, DEFINIÇÃO, EQUIPARAÇÃO, EFEITO, PAGAMENTO, (ICMS).
NORMAS, REGULAMENTO, RECOLHIMENTO, VALOR TRIBUTÁVEL, (ICMS).
NORMAS, REGULAMENTO, CONCESSÃO, CRÉDITO TRIBUTÁRIO, (ICMS).
SITUAÇÃO, EXCEÇÃO, CRÉDITO TRIBUTÁRIO, (ICMS).
SITUAÇÃO, OCORRÊNCIA, ANULAÇÃO, CRÉDITO TRIBUTÁRIO, (ICMS).
DETERMINAÇÃO, SITUAÇÃO, EXCEÇÃO, ANULAÇÃO, CRÉDITO TRIBUTÁRIO.
ACRÉSCIMO, DISPOSITIVOS, ARTIGO, LEI ESTADUAL, REFERÊNCIA.
TRIBUTOS, COMPETÊNCIA, ESTADO, RESPONSABILIDADE TRIBUTÁRIA.
MANUTENÇÃO, REVOGAÇÃO, BENEFÍCIO FISCAL, CELEBRAÇÃO, CONVÊNIO,
CONCESSÃO, ESTADO.",TRANSFORMADO EM NORMA JURÍDICA COM VETO PARCIAL,TNJVP,PROPOSIÇÕES APROVADAS,MAPRV,1988-12-22,000141812,PL. 1293 1988 - PROJETO DE LEI,,TRIBUTOS,LEI 9758 1989 - LEI ORDINÁRIA,20161031,1615,m10334,1989-02-03,"list(passo = 11:1, data = c(""1989-02-03"", ""1989-02-02"", ""1989-02-02"", ""1989-02-02"", ""1989-02-02"", ""1989-02-02"", ""1989-02-02"", ""1988-12-28"", ""1988-12-28"", ""1988-12-27"", ""1988-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""REUNIÃO CONJUNTA DE COMISSÕES"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI VETADA PARCIALMENTE.\nLEI 9758 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 11 2 1989.\n* * * PROPOSIÇÃO DE LEI PROMULGADA EM 5 5 1989.\nLEI 9758 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 6 5 1989.\nVETADOS OS INCISOS 15 A 22 E O PARÁGRAFO 5 DO ART. 7; A ALÍNEA\n\""C\"" E A EXPRESSÃO \""E SERVIÇOS RELACIONADOS COM\"" DA ALÍNEA \""D\"" DO\nINCISO 1 E O INCISO 3 DO ART. 12; A EXPRESSÃO \""PREVISTO NA TABELA\n\""E\"" E ANEXA A ESTA LEI\"", CONTIDA NO PARÁGRAFO 20 DO ART. 13; O\nINCISO 2 DO ART. 22, EXCETO A EXPRESSÃO \""REFERENTE A\nCOMERCIALIZAÇÃO DO AÇÚCAR PELOS ESTABELECIMENTOS PRODUTORES E\nRESPECTIVAS COOPERATIVAS\""; O PARÁGRAFO 2 DO ART. 28, TODOS DA LEI\n6763, ALTERADOS PELO ART. 1 DO PROJETO; O ART. 9 E SEUS\nPARÁGRAFOS; O ART. 10 E SEUS PARÁGRAFOS; OS ARTIGOS 12 E 14, TODOS\nDO PROJETO; E AS EXPRESSÕES \""EXCETO CERVEJA E CHOPE\"" DO ITEM 2 E\n\""EXCETO ÁGUA DE COLÔNIA\"" DO ITEM 6 DA TABELA \""F\"", A QUE SE REFERE\nA ALÍNEA \""A\"" DO INCISO 1 DO ART. 12 DA LEI 6763, ALTERADO PELO\nART. 1 DO PROJETO.\nMENSAGEM 806 1989 - ENCAMINHA RAZÕES DO VETO.\nPUBLICADA NO DL EM 18 2 1989.\n* * * PLENÁRIO, EM 26 4 1989. - MANTIDO O VETO, CONTIDO NA\nMENSAGEM 806 1989, AOS INCISOS 18, 19 E 21 DO ART. 7; ALÍNEAS \""E\"" E\n\""D\"" DO INCISO 1 E INCISO 2 DO ART. 12; PARÁGRAFO 20 DO ART. 13;\nEXPRESSÕES DO INCISO 2 DO ART. 22 E PARÁGRAFO 2 DO ART. 28 DA LEI\n6763; PARÁGRAFO 2 DO ART. 9; ALÍNEAS B, D, F, H, J, K DO INCISO 2\nDO ART. 10 E ART. 12 E 14 DA PROPOSIÇÃO DE LEI 10441, E REJEITADO\nO VETO, CONTIDO NA MENSAGEM 806 1989, AOS INCISOS 15, 16, 17, 20 E\n22 DO ART. 7, PARÁGRAFO 5 DO ART. 7; EXPRESSÕES DA TABELA \""F\"" A\nQUE SE REFERE A ALÍNEA \""A\"" DO INCISO 1 DO ART. 12, TODOS DA LEI\n6763, \""CAPUT\"" E PARÁGRAFOS 1 E 3 DO ART. 9; \""CAPUT\"" E INCISO 1 E\nALÍNEAS A, E, C, G, I, DO ART. 10 DA PROPOSIÇÃO DE LEI 10441."", 
""REMESSA DO OFÍCIO 46/1989/CRR AO GOVERNADOR DO ESTADO ENCAMINHANDO\nA PROPOSIÇÃO DE LEI 10441 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. JOSÉ MARIA CHAVES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 4 2 1989."", ""APROVADO EM DISCUSSÃO ÚNICA, NA FORMA DO SUBSTITUTIVO 1.\nÀ COMISSÃO DE REDAÇÃO."", ""CCJ CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO DO PROJETO NA FORMA DO SUBSTITUTIVO 1;\nREJEITADAS AS EMENDAS 3, 4, 6, 8, 13, 14, 19, 21 E 25;\nPREJUDICADAS AS EMENDAS 1, 2, 5, 7, 9, 10, 11, 12, 15, 16, 17, 18,\n20, 22, 23 E 24. APROVADO.\nPUBLICADO NO DL EM 4 2 1989."", 
""CCJ CFO\nDISCUSSÃO ÚNICA.\nRELATOR: DEP. JOSÉ FERRAZ.\nPARECER PELA APROVAÇÃO DO PROJETO NA FORMA DO SUBSTITUTIVO 1;\nREJEITADAS AS EMENDAS 3, 4, 6, 8, 13, 14, 19, 21 E 25;\nPREJUDICIADAS AS EMENDAS 1, 2, 5, 7, 9, 10, 11, 12, 15, 16, 17,\n18, 20, 22, 23 E 24.\nDISTRIBUÍDO AVULSO DO PARECER.\nSUBSTITUTIVO PUBLICADO NO DL EM 4 2 1989."", ""ENCAMINHADO ÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FINANÇAS\nE ORÇAMENTO, DE ACORDO COM REQUERIMENTO APROVADO EM PLENÁRIO\nDO DEP. FELIPE NERI."", ""REQUERIMENTO DO DEP. FELIPE NERI SOLICITANDO A APRECIAÇÃO DO\nPROJETO EM REUNIÃO CONJUNTA DAS COMISSÕES A QUE FOI DISTRIBUÍDO.\nAPROVADO."", 
""ESGOTADO O PRAZO REGIMENTAL COM A APRESENTAÇÃO DAS:\nEMENDA 1 - DEP. AMILCAR PADOVANI;\nEMENDA 2 - DEP. JOSÉ DUARTE;\nEMENDAS 3 A 12 - DEP. RONALDO VASCONCELLOS;\nEMENDAS 13 A 19 - DEP. RAUL MESSIAS;\nEMENDAS PUBLICADAS NO DL EM 28 12 1988.\nEMENDAS 20 A 24 - DEP. DOMINGOS LANNA;\nEMENDA 25 - DEP. JOÃO BOSCO MARTINS.\nEMENDAS PUBLICADAS NO DL EM 20 1 1989.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE FINANÇAS E ORÇAMENTO.\nRECEBIDO NA CCJ EM 27 12 1988."", ""AGUARDANDO EMENDAS, NA MESA, PELO PRAZO DE TRÊS DIAS.""
))",list(),list(),N,NULL,FINANÇAS PÚBLICAS,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,"EMC 1 1969 - EMENDA À CONSTITUIÇÃO ESTADUAL
LEI 6763 1975 - LEI ORDINÁRIA","list(descricao = ""MSG 716 1988"")",NA,NA,NA,NA,/legislacao/mineira/LEI/9758/1989,LEI 9758 1989 - LEI ORDINÁRIA,PRL 10441 1989
Remissivo,PROJETO DE LEI,PL,1292,1988,DEPUTADO JAMILL JÚNIOR                     PMDB,"DECLARA DE UTILIDADE PÚBLICA O CENTRO ESPÍRITA AMOR, LUZ E
CARIDADE, DO MUNICÍPIO DE IPATINGA.","DECLARAÇÃO, UTILIDADE PÚBLICA, INSTITUIÇÃO RELIGIOSA, MUNICÍPIO,
IPATINGA.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,1988-12-23,000141805,PL. 1292 1988 - PROJETO DE LEI,3677,UTILIDADE PÚBLICA,LEI 10031 1989 - LEI ORDINÁRIA,20080707,1802,drumo,1989-12-06,"list(passo = 11:1, data = c(""1989-12-06"", ""1989-12-06"", ""1989-11-22"", ""1989-11-09"", ""1989-10-24"", ""1989-10-17"", ""1989-09-26"", ""1989-08-08"", ""1989-06-19"", ""1989-03-02"", ""1988-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""COORDENAÇÃO REDAÇÃO E REVISÃO"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI PUBLICADA NO DIÁRIO DO EXECUTIVO EM 7 12 1989."", 
""REMESSA DO OFÍCIO 3637/1989/CRR AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 10722 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATOR: DEP. MAURO MORAES.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 24 11 1989."", ""APROVADO EM TERCEIRA DISCUSSÃO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA CR EM 24 10 1989."", ""TERCEIRA DISCUSSÃO.\nRELATOR: DEP. NARCISO MICHELLI.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 20 10 1989."", ""APROVADO EM SEGUNDA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 27 9 1989."", 
""SEGUNDA DISCUSSÃO.\nRELATOR: DEP. JOSÉ MILITÃO.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 17 8 1989."", ""APROVADO EM PRIMEIRA DISCUSSÃO.\nÀ COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA.\nRECEBIDO NA CCJ EM 20 6 1989."", ""AGUARDANDO INCLUSÃO EM ORDEM DO DIA PARA PRIMEIRA DISCUSSÃO."", ""SUSPENSA A TRAMITAÇÃO NOS TERMOS DO ART. 238 DO RI.""))",list(),list(),N,"list(id = 3677, nome = ""DEPUTADO JAMILL JÚNIOR"", partido = ""PMDB"")",NA,NA,NA,NULL,NA,NA,NA,NA,/legislacao/mineira/LEI/10031/1989,LEI 10031 1989 - LEI ORDINÁRIA,PRL 10722 1989
