dominio,tipoProjeto,siglaTipoProjeto,numero,ano,autor,ementa,indexacao,observacao,situacao,siglaSituacao,situacaoGeral,siglaSituacaoGeral,dataPublicacao,numeroDoc,proposicao,matricula,regime,assuntoGeral,local,arquivamento,atualizacao,horario,usuario,dataUltimaAcao,listaHistoricoTramitacoes,links,linksTextos,linksProposicoesAnexadas,acompanhamento,autoresEstruturados,legislacaoCitada,norma,linksOrigem,consultaPublica,tema,atualizacaoTexto,horarioTexto,usuarioTexto,urgencia,linkLegislacao.url,linkLegislacao.rotulo,proposicaoLei.descricao,tipoTramitacao.codigo,tipoTramitacao.nome,tipoTramitacao.listaFaseTramitacao,faseAtual.codTipoTramitacao,faseAtual.codigo,faseAtual.nome,faseAtual.ordem,faseAtual.descricao
Remissivo,PROJETO DE LEI,PL,2914,2005,DEPUTADO LAUDELINO AUGUSTO                 PT,"INSTITUI A COLETA SELETIVA DE LIXO NAS SECRETARIAS E NOS ÓRGÃOS DA
ESTRUTURA DO ESTADO.","DISPOSITIVOS, CRIAÇÃO, COLETA SELETIVA, LIXO, SECRETARIA DE ESTADO,
ÓRGÃOS, ORGANIZAÇÃO ADMINISTRATIVA, (MG), EFEITO, RECICLAGEM.",ANEXADO AO PROJETO DE LEI 2562 2005 (VER DNP 12).,Arquivado,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2005-12-27,000106177,PL. 2914 2005 - PROJETO DE LEI,12206,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,"MEIO AMBIENTE
EDUCAÇÃO",ARQUIVO,20070115,20090914,1702,drumo,2007-05-10,"list(passo = 4:1, data = c(""2007-05-10"", ""2007-03-27"", ""2007-01-31"", ""2005-12-21""), local = c(""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO"", ""PLENÁRIO""), historico = c(""DESARQUIVADO.\nRECEBEU O NÚMERO PL 1020 2007."", ""REQUERIMENTO DO DEP. ANDRÉ QUINTÃO\nSOLICITANDO O DESARQUIVAMENTO DO PROJETO. DEFERIDO.\nREQUERIMENTO PUBLICADO NO DL EM 29 3 2007, PÁG 38 COL 2."", ""ARQUIVADO, FINAL DE LEGISLATURA."", ""PUBLICADO NO DL EM 27 12 2005, PÁG 49 COL 4.\nANEXE-SE AO PL 2562 2005, NOS TERMOS DO PARÁGRAFO\nSEGUNDO DO ART. 173 DO RI.""
))","list(expressao = c(""(PL adj 2562 adj 2005[PROP])[dbmt]"", ""(PL adj 1020 adj 2007[PROP])[dbmt]""), banco = c(""mate"", ""mate""), descricao = c(""PL. 2562 2005"", ""PL. 1020 2007""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2562+adj+2005%5BPROP%5D%29%5Bdbmt%5D"", ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+1020+adj+2007%5BPROP%5D%29%5Bdbmt%5D""), tipo = c(""PL"", ""PL""), numero = c(2562, 1020), ano = c(2005, 2007))","list(expressao = ""(PL.20050291401[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.20050291401%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"list(id = 12206, nome = ""DEPUTADO LAUDELINO AUGUSTO"", partido = ""PT"")",NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2913,2005,DEPUTADO RICARDO DUARTE                    PT,"DISPÕE SOBRE A DESTINAÇÃO DE ESPAÇO FÍSICO PARA O DESENVOLVIMENTO
DE ATIVIDADES COMUNITÁRIAS, DE CONVIVÊNCIA E DE PROMOÇÃO À SAÚDE
NAS UNIDADES DE SAÚDE QUE ESPECIFICA E DÁ OUTRAS PROVIDÊNCIAS.","DISPOSITIVOS, UNIDADE DE SAÚDE, DESTINAÇÃO, ESPAÇO, REALIZAÇÃO,
ATIVIDADE, PROMOÇÃO, SAÚDE, ATIVIDADE EDUCATIVA, ATIVIDADE SOCIAL,
OBJETIVO, INTEGRAÇÃO, COMUNIDADE, MELHORIA, ATENDIMENTO, USUÁRIO,
(SUS).",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2005-12-27,000106178,PL. 2913 2005 - PROJETO DE LEI,12216,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,"SAÚDE PÚBLICA
EDUCAÇÃO
ASSISTÊNCIA SOCIAL",ARQUIVO,20070131,20070131,1305,marga,2007-01-31,"list(passo = 5:1, data = c(""2007-01-31"", ""2006-05-02"", ""2006-04-03"", ""2006-02-21"", ""2005-12-21""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO, FINAL DE LEGISLATURA."", ""PRIMEIRO TURNO.\nRELATOR: DEP. GILBERTO ABRAMO (REDISTRIBUÍDO).\nPARECER PELA INCONSTITUCIONALIDADE, ILEGALIDADE, ANTIJURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 5 5 2006, PÁG 45 COL 4."", ""PRIMEIRO TURNO.\nRELATOR: DEP. ADELMO CARNEIRO LEÃO (REDISTRIBUÍDO)."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. ERMANO BATISTA."", ""PUBLICADO NO DL EM 27 12 2005, PÁG 49 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E\nDE SAÚDE, PARA PARECER.\nRECEBIDO NA CJU EM 27 12 2005.""))",list(),"list(expressao = c(""(PL.20050291301[codi])[txmt]"", ""(PL.200502913045[codi])[txmt]""), banco = c(""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20050291301%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200502913045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 12216, nome = ""DEPUTADO RICARDO DUARTE"", partido = ""PT"")",NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2912,2005,DEPUTADO PAULO PIAU                        PPS,"AUTORIZA O PODER EXECUTIVO A DOAR AO MUNICÍPIO DE SACRAMENTO O
IMÓVEL QUE ESPECIFICA.
(DESTINAÇÃO: FUNCIONAMENTO DE UMA UNIDADE DE APOIO E AUXÍLIO AOS
PORTADORES DE NECESSIDADES ESPECIAIS)","AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO, SACRAMENTO,
DESTINAÇÃO, FUNCIONAMENTO, UNIDADE, APOIO, PESSOA COM DEFICIÊNCIA.
SUBSTITUTIVO 1: AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL, MUNICÍPIO,
SACRAMENTO, DESTINAÇÃO, FUNCIONAMENTO, UNIDADE, APOIO, PESSOA COM
DEFICIÊNCIA.
RETIFICAÇÃO, DADOS, REGISTRO, IMÓVEL.
REVOGAÇÃO, LEI ESTADUAL, AUTORIZAÇÃO, EXECUTIVO, DOAÇÃO, IMÓVEL,
(APAE), MUNICÍPIO, SACRAMENTO.","NOTA TÉCNICA 10 2006, DA SEPLAG.",TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2005-12-27,000106179,PL. 2912 2005 - PROJETO DE LEI,7775,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,IMÓVEL,ARQUIVO,20060731,20060731,1704,msilvia,2006-07-27,"list(passo = 16:1, data = c(""2006-07-27"", ""2006-07-20"", ""2006-07-18"", ""2006-07-18"", ""2006-07-18"", ""2006-06-28"", ""2006-06-26"", ""2006-06-21"", ""2006-05-24"", ""2006-05-10"", ""2006-05-03"", ""2006-04-25"", ""2006-03-16"", ""2006-03-14"", ""2006-02-21"", ""2005-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""PLENÁRIO"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PLENÁRIO"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", 
""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 16291 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 28 7 2006."", ""REMESSA DO OFÍCIO 1534/2006/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 17208 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", 
""REDAÇÃO FINAL.\nRELATOR: DEP. RICARDO DUARTE.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 19 7 2006, PÁG 50 COL 1."", ""APROVADO EM SEGUNDO TURNO NA FORMA DO VENCIDO EM PRIMEIRO TURNO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 18 7 2006."", ""SEGUNDO TURNO.\nRELATOR: DEP. LUIZ HUMBERTO CARNEIRO.\nPARECER PELA APROVAÇÃO NA FORMA DO VENCIDO EM PRIMEIRO TURNO.\nAPROVADO.\nPUBLICADO NO DL EM 29 6 2006, PÁG 61 COL 2."", ""SEGUNDO TURNO.\nRELATOR: DEP. LUIZ HUMBERTO CARNEIRO."", ""APROVADO EM PRIMEIRO TURNO NA FORMA DO SUBSTITUTIVO 1.\nÀ COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA.\nRECEBIDO NA FFO EM 22 6 2006."", 
""PRIMEIRO TURNO.\nRELATOR: DEP. LUIZ HUMBERTO CARNEIRO.\nPARECER PELA APROVAÇÃO NA FORMA DO SUBSTITUTIVO 1. APROVADO.\nPUBLICADO NO DL EM 25 5 2006, PÁG 45 COL 3."", ""PRIMEIRO TURNO.\nRELATOR: DEP. LUIZ HUMBERTO CARNEIRO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. LUIZ HUMBERTO CARNEIRO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. DALMO RIBEIRO SILVA.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE,\nNA FORMA DO SUBSTITUTIVO 1. APROVADO.\nPUBLICADO NO DL EM 27 4 2006, PÁG 42 COL 3.\nRECEBIDO NA FFO EM 26 4 2006."", 
""REMESSA DO OFÍCIO 310/2006/SGM À SECRETARIA DE ESTADO DE\nPLANEJAMENTO E GESTÃO, COM PEDIDO DE DILIGÊNCIA."", ""PRIMEIRO TURNO.\nRELATOR: DEP. DALMO RIBEIRO SILVA.\nCONVERTIDO EM DILIGÊNCIA À SECRETARIA DE ESTADO DE PLANEJAMENTO\nE GESTÃO, POR DETERMINAÇÃO DO PRESIDENTE DA COMISSÃO."", ""PRIMEIRO TURNO.\nRELATOR: DEP. DALMO RIBEIRO SILVA."", ""PUBLICADO NO DL EM 27 12 2005, PÁG 49 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DE\nFISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 27 12 2005.""
))",list(),"list(expressao = c(""(PL.20050291201[codi])[txmt]"", ""(PL.2005029120410[codi])[txmt]"", ""(PL.200502912045[codi])[txmt]"", ""(PL.2005029120510[codi])[txmt]"", ""(PL.2005029121013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE 1º TURNO - COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PARECER DE 1º TURNO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE 2º TURNO - COMISSÃO DE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""
), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20050291201%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2005029120410%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.200502912045%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2005029120510%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2005029121013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 7775, nome = ""DEPUTADO PAULO PIAU"", partido = ""PPS"")","LEF 8666 1993 - LEI FEDERAL
LEI 13211 1999 - LEI ORDINÁRIA",LEI 16291 2006 - LEI ORDINÁRIA,NULL,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/16291/2006,LEI 16291 2006 - LEI ORDINÁRIA,PRL 17208 2006,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2911,2005,DEPUTADO DALMO RIBEIRO SILVA               PSDB,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO BRASILEIRA COMUNITÁRIA
PARA A PREVENÇÃO DO ABUSO DE DROGAS DE ELÓI MENDES E REGIÃO -
ABRAÇO SUL DE MINAS, COM SEDE NESSE MUNICÍPIO.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, ELÓI MENDES.",NA,TRANSFORMADO EM NORMA JURÍDICA,TNJUR,PROPOSIÇÕES APROVADAS,MAPRV,2005-12-27,000106180,PL. 2911 2005 - PROJETO DE LEI,9655,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,ARQUIVO,20060524,20060525,0851,marga,2006-05-23,"list(passo = 11:1, data = c(""2006-05-23"", ""2006-05-16"", ""2006-05-10"", ""2006-05-03"", ""2006-04-26"", ""2006-04-12"", ""2006-03-29"", ""2006-03-22"", ""2006-03-14"", ""2006-02-21"", ""2005-12-21""), local = c(""GOVERNADOR DO ESTADO"", ""SECRETARIA-GERAL DA MESA"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO REDAÇÃO"", ""PLENÁRIO"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO DE SAÚDE"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""PROPOSIÇÃO DE LEI SANCIONADA.\nLEI 16125 PUBLICADA NO DIÁRIO DO EXECUTIVO EM 24 5 2006."", 
""REMESSA DO OFÍCIO 1033/2006/SGM AO GOVERNADOR DO ESTADO\nENCAMINHANDO A PROPOSIÇÃO DE LEI 17032 PARA SANÇÃO."", ""APROVADO EM REDAÇÃO FINAL.\nÀ SANÇÃO."", ""REDAÇÃO FINAL.\nRELATORA: DEP. MARIA TEREZA LARA.\nPARECER PELA APROVAÇÃO. APROVADO.\nPUBLICADO NO DL EM 12 5 2006, PÁG 45 COL 3."", ""PRESCRIÇÃO DO PRAZO DO ART. 104 DO RI, SEM APRESENTAÇÃO DE RECURSO.\nÀ COMISSÃO DE REDAÇÃO.\nRECEBIDO NA RED EM 26 4 2006."", ""APROVADA A PROPOSIÇÃO EM TURNO ÚNICO.\nÀ MESA DA ASSEMBLÉIA PARA FINS DO ART. 104 DO RI.\nDECISÃO PUBLICADA NO DL EM 20 4 2006, PÁG 30 COL 4."", 
""TURNO ÚNICO.\nRELATOR: DEP. DOUTOR RONALDO.\nPARECER PELA APROVAÇÃO.\nPUBLICADO NO DL EM 31 3 2006, PÁG 49 COL 2."", ""TURNO ÚNICO.\nRELATOR: DEP. DOUTOR RONALDO."", ""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA.\nPARECER PELA CONSTITUCIONALIDADE, LEGALIDADE E JURIDICIDADE.\nAPROVADO.\nPUBLICADO NO DL EM 17 3 2006, PÁG 48 COL 1.\nRECEBIDO NA SAU EM 16 3 2006."", ""TURNO ÚNICO.\nRELATOR: DEP. ERMANO BATISTA."", ""PUBLICADO NO DL EM 27 12 2005, PÁG 49 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E\nDE SAÚDE, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 27 12 2005.""
))",list(),"list(expressao = c(""(PL.20050291101[codi])[txmt]"", ""(PL.2005029110314[codi])[txmt]"", ""(PL.200502911035[codi])[txmt]"", ""(PL.2005029111013[codi])[txmt]""), banco = c(""mate"", ""mate"", ""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE SAÚDE"", ""PARECER DE TURNO ÚNICO - COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA"", ""PARECER DE REDAÇÃO FINAL - COMISSÃO DE REDAÇÃO""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20050291101%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2005029110314%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", 
""/proposicoes/pesquisa/avancada?expr=%28PL.200502911035%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.2005029111013%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,"list(id = 9655, nome = ""DEPUTADO DALMO RIBEIRO SILVA"", partido = ""PSDB"")",NA,LEI 16125 2006 - LEI ORDINÁRIA,NULL,NA,NA,NA,NA,NA,NA,/legislacao/mineira/LEI/16125/2006,LEI 16125 2006 - LEI ORDINÁRIA,PRL 17032 2006,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2910,2005,TRIBUNAL DE JUSTIÇA,"DISPÕE SOBRE O VENCIMENTO-BASE DOS MEMBROS DO PODER JUDICIÁRIO DO
ESTADO DE MINAS GERAIS.","DISPOSITIVOS, VENCIMENTO BÁSICO, MEMBROS, JUDICIÁRIO.
FIXAÇÃO, VENCIMENTO BÁSICO, DESEMBARGADOR, TRIBUNAL DE JUSTIÇA DO
ESTADO DE MINAS GERAIS (TJMG), OBSERVAÇÃO, DATA,
VIGÊNCIA.
FIXAÇÃO, PERCENTAGEM, DIFERENÇA, VENCIMENTO BÁSICO, CATEGORIA,
CARREIRA, MAGISTRATURA.",NA,RETIRADO DE TRAMITAÇÃO,RETRA,OUTRAS SITUAÇÕES,MOUTR,2005-12-22,000106215,PL. 2910 2005 - PROJETO DE LEI,,DELIBERAÇÃO EM DOIS TURNOS NO PLENÁRIO,"PESSOAL
TRIBUNAL DE JUSTIÇA DO ESTADO DE MINAS GERAIS (TJMG)",ARQUIVO,20060313,20160311,1456,m20993,2006-03-09,"list(passo = 2:1, data = c(""2006-03-09"", ""2005-12-20""), local = c(""PLENÁRIO"", ""PLENÁRIO""), historico = c(""REQUERIMENTO CONTIDO NO OFÍCIO 17 2006, DO TRIBUNAL DE JUSTIÇA\nSOLICITANDO A RETIRADA DA PROPOSIÇÃO.\nREQUERIMENTO PUBLICADO NO DL EM 11 3 2006, PÁG 33 COL 3."", ""PUBLICADO NO DL EM 22 12 2005, PÁG 53 COL 4.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA, DE ADMINISTRAÇÃO PÚBLICA E\nDE FISCALIZAÇÃO FINANCEIRA E ORÇAMENTÁRIA, PARA PARECER.\nRECEBIDO NA CJU EM 22 12 2005.""))","list(expressao = c(""(OTJ adj '17' adj 2006[PROP])[dbmt]"", ""(PL adj 2922 adj 2006[PROP])[dbmt]""), banco = c(""mate"", ""mate""), descricao = c(""OTJ 17 2006"", ""PL. 2922 2006""), url = c(""/proposicoes/pesquisa/avancada?expr=%28OTJ+adj+%2717%27+adj+2006%5BPROP%5D%29%5Bdbmt%5D"", ""/proposicoes/pesquisa/avancada?expr=%28PL+adj+2922+adj+2006%5BPROP%5D%29%5Bdbmt%5D""), tipo = c(""OTJ"", ""PL""), numero = c(17, 2922), ano = c(2006, 2006))","list(expressao = c(""(PL.20050291001[codi])[txmt]"", ""(PL.20050291000[codi])[txmt]""), banco = c(""mate"", ""mate""), descricao = c(""PROPOSIÇÃO"", ""ORIGEM""), url = c(""/proposicoes/pesquisa/avancada?expr=%28PL.20050291001%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"", ""/proposicoes/pesquisa/avancada?expr=%28PL.20050291000%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true""))",list(),N,NULL,NA,NA,"list(descricao = ""OTJ 15 2005"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
Remissivo,PROJETO DE LEI,PL,2909,2005,DEPUTADA MARIA TEREZA LARA                 PT,"DECLARA DE UTILIDADE PÚBLICA A ASSOCIAÇÃO DE GERENCIAMENTO
ARTESANAL PARA EMPREENDEDORAS - AGAPE -, COM SEDE NO MUNICÍPIO DE
SETE LAGOAS.","UTILIDADE PÚBLICA, ENTIDADE, MUNICÍPIO, SETE LAGOAS.",NA,ARQUIVADO,ARQVD,OUTRAS SITUAÇÕES,MOUTR,2005-12-22,000106216,PL. 2909 2005 - PROJETO DE LEI,9748,DELIBERAÇÃO EM TURNO ÚNICO NAS COMISSÕES,UTILIDADE PÚBLICA,ARQUIVO,20070131,20070131,1146,moreka,2007-01-31,"list(passo = 4:1, data = c(""2007-01-31"", ""2006-03-21"", ""2006-02-21"", ""2005-12-20""), local = c(""PLENÁRIO"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""COMISSÃO CONSTITUIÇÃO E JUSTIÇA"", ""PLENÁRIO""), historico = c(""ARQUIVADO, FINAL DE LEGISLATURA."", ""TURNO ÚNICO.\nRELATOR: DEP. ADELMO CARNEIRO LEÃO.\nCONVERTIDO EM DILIGÊNCIA AO AUTOR,\nPOR DETERMINAÇÃO DO PRESIDENTE DA COMISSÃO."", ""TURNO ÚNICO.\nRELATOR: DEP. ADELMO CARNEIRO LEÃO."", ""PUBLICADO NO DL EM 22 12 2005, PÁG 54 COL 3.\nÀS COMISSÕES DE CONSTITUIÇÃO E JUSTIÇA E DO\nTRABALHO, DA PREVIDÊNCIA E DA AÇÃO SOCIAL, PARA DELIBERAÇÃO.\nRECEBIDO NA CJU EM 22 12 2005.""
))",list(),"list(expressao = ""(PL.20050290901[codi])[txmt]"", banco = ""mate"", descricao = ""PROPOSIÇÃO"", url = ""/proposicoes/pesquisa/avancada?expr=%28PL.20050290901%5Bcodi%5D%29%5Btxmt%5D&pesqProp=true"")",list(),N,"list(id = 9748, nome = ""DEPUTADA MARIA TEREZA LARA"", partido = ""PT"")",NA,NA,NULL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NA,NA,NA,NA,NA
